v0,v1,v2,v3,v4,v5
0.456391,0.774065,-0.667415,0.791349,0.473393,0.851736
5.034218,4.607864,-2.892719,2.430290,3.368252,1.277659
5.421916,4.953183,-2.061601,3.291764,5.387345,3.245448
3.744650,3.765055,-4.719155,-0.483190,-0.981734,-2.843908
1.856550,0.172334,-1.046005,-1.878492,-3.265444,-2.963586
2.390501,-0.041224,-3.205345,-3.371532,-3.270650,-3.544359
2.363829,1.436158,-1.257376,0.902678,0.011531,-0.540356
1.233071,1.259205,-0.444258,1.003234,-0.717999,-1.280733
3.002322,4.564284,-1.426449,3.964511,3.685586,1.207414
2.550744,2.842162,-2.203349,2.671720,3.417495,2.875010
1.840139,3.757213,-0.885882,1.833943,1.689931,0.678074
2.603173,3.678923,-2.004642,1.507293,1.400713,-0.541817
-0.108853,-1.628012,0.657032,-0.161142,0.776664,0.241079
2.813154,2.137782,-2.851154,2.378748,1.638937,0.390706
4.256526,3.277610,-2.704055,0.251149,-0.428950,-1.682018
2.673655,1.468989,-2.040051,1.182753,0.590787,-0.269145
2.956709,2.683674,-3.109279,0.032778,-1.071354,-2.673137
0.198877,0.844658,0.122259,1.699891,2.099951,-0.056944
3.225971,3.077310,-3.027494,-0.297928,1.306354,-0.287407
4.094307,3.221892,-3.509841,1.981623,3.539479,2.449119
3.188396,4.556272,-3.360380,2.799749,3.646381,1.860155
4.777788,4.933066,-3.072162,3.084590,4.966086,2.154116
1.910236,2.181322,-0.877227,-0.517825,-1.659935,-3.429466
3.884074,4.450358,-3.772548,2.555483,2.545834,0.668175
1.445226,1.722629,-0.326828,1.579862,1.353207,1.345231
1.168993,1.512079,-1.740248,-0.075734,0.839079,-0.288791
1.885933,1.417068,-1.721897,1.333565,0.673419,0.033687
3.270093,2.409618,-1.537732,1.706279,1.594759,0.723599
1.595254,0.806193,-0.530879,0.483949,0.210956,0.154716
2.807480,2.698569,-1.717783,0.629237,-0.240834,-2.054361
0.994019,1.410944,-0.495288,1.922030,1.255149,0.270633
3.773750,3.485936,-3.175880,1.349967,2.619976,1.014468
2.157435,2.062938,-1.820715,0.789251,0.925869,0.235311
1.005987,1.534087,-0.887186,-0.584750,-1.623607,-2.559746
0.485657,1.306334,-1.075430,1.026982,1.461782,1.725629
2.509918,2.243519,-1.743586,1.451001,1.457121,-0.633013
1.387625,1.903324,-0.682347,0.041700,-0.196587,-2.143864
1.500877,-0.753214,-1.028386,-1.430976,-2.187008,-0.143386
2.387476,3.205826,-2.708079,0.661862,0.519154,-0.636974
0.155168,-0.205227,-1.102188,-0.853831,-1.847810,-1.810764
1.343432,1.161679,-2.201424,-0.011259,-0.879141,-0.851536
2.208764,0.637139,-1.809149,-1.952873,-1.772283,-1.217329
2.199585,1.481464,-2.554303,0.763065,2.309637,1.345926
0.555642,-0.741575,-2.104228,-1.815797,-2.149273,-1.637012
4.200624,2.182890,-2.623013,-0.728235,-1.491582,-2.903515
0.060766,3.135813,-0.748104,2.771556,2.470115,0.555838
4.251304,5.012505,-2.565552,2.653500,3.288020,2.161540
3.120840,4.251702,-2.240033,1.918464,0.816949,-0.101218
0.664606,0.698724,-1.581903,-0.614524,-0.537574,-0.319584
3.145174,3.570519,-1.360629,2.900394,5.160331,3.043374
-0.322725,-0.424555,0.594796,0.468954,2.095478,1.522576
0.739652,0.730042,-1.969017,0.314193,-0.408594,0.518490
3.535741,5.133744,-0.473293,3.066758,2.396848,0.037965
3.294958,5.154982,-1.222154,3.144113,2.475647,-0.512120
2.053064,1.442852,0.304595,2.423851,0.983668,0.782189
3.558642,4.629843,-3.305301,0.649141,0.456320,-0.172057
1.210650,1.654293,-1.699912,0.596033,1.422175,1.001445
0.682992,0.972066,-0.098043,0.593686,1.172782,0.433236
-0.767770,-0.354396,0.174394,0.878651,0.469919,-0.038157
1.422447,-0.001845,-0.704522,-0.182050,-1.750624,-1.404199
1.375865,0.707036,-1.516060,-1.134812,-1.257599,-2.671859
0.392123,-0.285684,-0.537089,-0.135049,-1.135813,-1.319915
0.739887,0.100797,0.130285,0.984287,1.984718,1.719082
2.203323,2.284947,-1.042933,0.891286,0.638238,0.131873
1.088760,2.239111,-1.548652,-0.060278,-0.672676,-1.758344
1.783573,0.975311,-4.007575,-0.908572,0.186032,-0.062540
2.252292,2.146920,-1.332498,1.267748,0.119348,-1.461157
2.477775,2.967215,-1.057361,0.079595,-0.780562,-1.858739
3.794039,4.672743,-2.794876,3.058186,2.167785,0.010823
3.021520,1.899079,-3.102194,-0.212851,0.684457,0.403481
4.412611,4.411837,-3.669118,1.174667,0.771305,0.055217
1.092088,2.514591,-1.897011,0.635405,0.235804,0.291102
-0.957578,-0.148545,-0.555649,0.510038,0.103494,0.294856
1.608114,2.380974,-1.767144,1.318294,1.559026,0.226430
2.515440,4.378977,-3.412642,2.220697,0.937259,-0.061232
5.181027,5.216789,-3.439266,2.271687,2.048751,-0.710555
1.363347,-1.071571,-0.152835,2.199272,1.924547,1.899583
0.467322,0.865925,0.017588,0.362902,-0.173627,-0.124810
3.077129,3.952091,-2.641800,3.378074,4.756543,2.104444
1.649112,1.755348,-1.602449,-1.317452,-0.825411,-3.732725
3.789019,3.903883,-4.337384,0.435299,-0.325112,-2.189289
1.250895,0.436604,-0.801179,0.131865,0.984743,0.629497
2.333884,3.104220,0.786468,3.227872,2.261945,1.553893
0.886404,0.624371,-0.571414,-0.532997,0.980614,1.818128
-0.546871,1.962929,1.068585,2.407135,1.892431,1.715153
2.764696,1.831657,-2.781212,0.306615,0.082374,-0.060060
-1.022989,-0.898580,-0.018479,-0.346080,-2.593406,-1.247428
1.320914,1.808691,-0.647967,2.041112,1.558361,0.736104
4.317391,4.480675,-2.928405,1.791939,2.345351,-0.402841
2.163756,3.388607,-1.256341,1.072075,1.797229,0.884411
0.841030,1.071001,-1.647757,-0.236137,-0.296651,-0.917960
1.743342,0.780200,-1.017465,-0.268573,-0.187975,-0.239530
3.088293,1.742416,-2.066849,0.245298,0.419958,0.035570
1.041265,2.296355,-1.602826,1.176764,-0.412695,-1.412771
-0.093536,-0.421583,0.337487,1.699991,1.270377,1.347577
0.273045,1.270127,-0.975564,0.589448,1.441640,0.193378
2.557590,1.195271,-2.529671,0.448083,-0.290792,-0.433508
4.403260,3.956349,-4.151569,1.073677,1.111496,-1.090586
3.532232,3.039071,-2.309988,0.176487,1.389245,-0.415664
3.110641,2.176077,-3.496997,1.328489,0.892074,-0.397559
3.831990,2.985397,-2.922167,-1.180946,-3.092219,-4.149399
3.247573,3.118027,-1.879787,2.588601,3.883102,2.587837
3.275292,4.156727,-1.732026,4.080052,6.001450,3.602036
2.324080,2.992167,-2.353576,2.534333,3.076873,2.054869
4.284662,4.336824,-1.667070,2.223888,1.387218,-0.292474
1.013136,1.363598,-0.468540,-1.009685,-1.582370,-1.621992
-1.012539,0.867801,1.670849,1.662163,2.325706,1.580695
2.980328,1.828165,-3.347165,-0.054659,-2.563104,-4.345396
2.205441,2.071088,-2.680075,0.420435,0.449855,1.060925
2.421993,3.003495,-1.428562,1.814379,2.050398,0.447865
2.529868,1.879838,-2.195763,-0.289583,0.003097,-0.726557
2.931516,1.478082,-2.564480,0.211520,-0.656452,-1.832488
3.728725,3.069054,-1.208157,3.170704,4.471926,4.134576
1.623146,2.299546,-0.530798,2.316186,1.728366,0.291116
1.767754,1.867250,-1.481480,0.115726,0.369396,-0.305235
1.391349,0.035654,-0.714702,-0.062185,1.054964,0.713301
3.612341,2.349544,-2.311242,-0.619626,-2.611000,-3.056407
0.743152,0.318008,-1.150618,-0.227651,-1.675807,-2.567951
-0.320054,0.149899,-1.660994,0.845133,1.377975,1.807773
2.182587,0.988722,-1.324994,1.667729,-0.138735,-0.132840
1.286999,0.617461,-2.341662,0.379250,0.981426,0.391534
1.744525,2.139332,-0.109207,2.670077,0.898549,1.083872
2.633828,0.570337,-3.353039,-0.425542,-0.672658,-0.509524
0.316272,1.166486,0.017460,2.545854,0.958883,0.802383
1.849059,0.003354,-2.089817,-0.613249,-1.761987,-1.883826
1.040485,0.438868,-2.812931,-1.512674,-2.531631,-1.322346
-0.034160,0.219251,0.330301,1.025349,0.527680,0.096869
2.881623,2.055225,-1.545683,1.492074,1.994374,0.611061
4.857105,5.060170,-3.388132,2.279007,2.081817,-0.396565
2.109033,1.428157,-0.450629,2.588249,2.725021,0.892807
1.700244,1.214529,-0.510498,1.182253,1.452391,1.591088
6.123798,6.504463,-2.667155,3.663755,5.427110,2.203027
4.120506,4.269324,-2.136029,1.131013,-0.056466,-1.763551
2.514615,3.644204,-2.794796,1.119370,0.231644,-0.929701
1.847014,1.769597,-1.487644,-0.089680,-1.419873,-1.340368
1.852916,2.598419,-1.612145,0.979840,1.865005,0.354307
2.403573,2.109654,-1.774516,0.101338,-1.234907,-0.853590
1.762727,2.038265,-1.511930,0.390647,0.235007,0.289829
2.800327,4.163352,-1.337012,1.752437,2.811197,1.892416
3.438549,4.055043,-2.097956,2.207482,2.644111,0.685611
1.962004,2.516384,0.852183,1.804190,0.056363,0.049963
3.425147,3.630734,-1.202473,1.566295,2.134414,0.597110
1.616486,3.023811,-1.840592,0.695129,1.349768,-0.845591
1.391266,2.317351,-0.843431,0.235622,-1.321757,-2.333966
2.476622,1.348956,-0.192374,1.368645,1.346422,0.282504
0.792433,0.196551,-1.914551,-0.307077,-0.128361,1.171371
2.120129,0.446670,-0.718391,-1.183628,-2.406076,-2.977662
0.754278,-0.981457,-0.507506,-0.090515,2.311029,2.325759
2.613274,0.705152,-2.979131,-1.929086,-2.120091,-1.946939
-0.234633,1.261281,-0.494837,0.696013,0.228090,1.003274
0.287509,1.228706,0.984372,1.068487,2.760118,2.313808
1.798463,-0.452395,-0.127496,-0.277937,0.778013,0.911815
0.683702,2.026292,-1.490226,1.229764,2.078239,0.864049
3.330062,2.212062,-0.861111,-0.036082,0.010303,-0.898526
3.986546,3.360099,-3.380412,0.369437,-0.502101,-0.799043
1.345070,1.686278,-1.594420,1.261168,1.329205,1.222295
3.465438,2.693862,-2.655317,0.594677,0.502574,-0.566421
2.464482,2.440151,-0.766527,0.327356,0.209344,-1.022809
2.059499,1.308725,-0.970683,0.777056,1.663828,1.455290
1.430924,1.992921,-0.323042,0.766470,1.024167,0.241712
-0.503306,0.010076,-0.984321,0.161690,1.788870,2.111392
3.077939,2.149732,-3.530824,-1.287183,-0.912935,-1.309008
-0.499093,-1.520913,0.384185,-1.175640,-3.657488,-2.231536
3.613047,3.373611,-4.328800,0.148601,-1.126630,-2.143838
1.942425,0.937633,-3.399466,-0.394510,-1.237611,-1.982388
4.060940,3.817311,-1.779495,1.826130,0.924674,0.164573
2.545430,3.453138,-2.568802,0.721287,0.836781,-1.348544
1.481025,2.054528,0.033231,2.441120,1.618359,1.055737
4.031369,3.945326,-2.692192,1.263025,1.041413,0.836745
-0.825146,1.751110,0.815461,1.453544,1.088772,0.635499
3.706651,4.035014,-2.396233,1.055204,-0.191399,-2.114850
2.488306,4.958309,-2.025114,1.473011,-0.534278,-2.319215
1.850231,1.053260,-1.192577,1.225398,-0.001801,-0.340102
3.666814,2.623006,-2.265318,0.944934,0.527965,-0.960159
0.694943,0.581590,0.116845,1.140750,3.220928,1.752470
4.591767,3.572002,-3.678353,1.112851,0.960726,0.007865
4.093516,3.557394,-2.373339,2.418925,2.084988,1.586604
-0.417336,-0.032726,0.301280,0.553627,-0.707801,-1.125432
-0.361040,0.124910,-0.477927,0.859363,0.414346,0.711215
2.379370,1.456307,-1.270154,0.002688,-0.096772,-0.296497
0.986529,0.532259,0.024634,0.802828,-0.205723,-1.178474
1.688348,2.147931,-1.995279,1.450282,0.101948,-1.284314
3.466991,3.522145,-1.795170,2.290381,4.292235,3.403645
0.932098,1.330364,-0.656312,1.104434,-0.420350,-1.532500
0.191310,1.345197,-1.326405,0.763009,1.780759,0.943917
2.047440,2.726164,-0.320348,1.936900,2.768892,1.300098
1.736662,2.878243,-0.971568,1.609173,3.313991,1.665177
2.249505,1.292495,-1.730766,1.814183,-0.175546,-0.204381
1.827626,3.055109,-0.993843,2.465712,1.908434,0.082501
2.925974,2.281551,-2.523339,1.363905,-0.905582,-2.051918
3.035193,0.276986,-3.522972,-1.343546,-2.462628,-2.489741
4.159589,5.086161,-3.992215,0.613521,0.681232,-1.432658
1.286128,1.930597,-1.607579,0.020643,-0.509172,-0.949179
2.579953,4.865799,-1.708835,3.500731,2.729942,-0.253857
0.327005,1.414285,0.870405,2.086716,0.909288,1.229114
6.289383,5.821583,-4.861088,0.541057,0.891990,-2.362552
3.456298,4.341299,-1.186087,2.224115,2.432177,0.484415
2.716901,2.288915,-0.783573,1.375323,1.297195,0.560550
0.872273,0.583905,0.958069,2.451334,1.936633,2.154531
0.478687,-0.025707,0.216727,1.331396,0.061615,0.389601
1.518436,0.558415,-0.997973,-1.850929,-1.165338,-1.045452
3.896800,2.188419,-1.228432,1.337362,1.711625,-0.128843
3.631188,3.858022,-2.255234,2.300186,2.018618,-0.728704
0.029423,1.036567,-1.692280,-0.123164,1.888992,1.004928
-1.480084,-2.439254,-0.921599,-0.581272,-1.566716,-0.075012
0.336575,1.427260,-1.155288,1.010454,2.287707,2.036064
0.677589,0.915820,-1.167748,-0.499067,-2.093003,-2.360755
2.369205,2.595623,-2.040618,1.092457,1.019798,-1.179403
1.814710,0.791755,-1.556458,-0.350976,0.839842,1.109059
0.198153,1.892719,0.144174,1.069144,1.971872,1.417028
-0.113793,1.768821,-0.581326,1.615268,-0.044249,-0.671297
1.728977,2.615035,-0.533707,1.921509,0.956212,-0.066896
-0.245795,-2.384847,0.808562,0.406331,0.384107,1.043701
4.407023,4.486841,-2.522630,1.489353,0.510910,-0.774992
2.897480,3.451185,-1.885718,1.108584,1.846136,0.051329
7.182583,5.332478,-5.286234,2.022693,1.464929,-0.996008
2.240201,2.264996,-2.011781,1.593058,1.912669,0.456803
2.963235,3.671022,-0.722313,2.385505,1.873896,0.260895
3.992141,2.956365,-3.382248,-0.714226,-0.404242,-2.008884
4.011880,2.917853,-4.111067,-0.233709,-1.406505,-1.091440
4.227118,5.818038,-2.415085,3.950735,7.253220,4.855353
0.624472,1.087602,-0.132677,-0.696902,-0.750581,-1.231032
3.447945,2.740423,-1.648062,1.766487,1.240934,1.937787
4.962613,4.258261,-3.811825,1.261805,1.298539,-1.115886
3.187444,4.522772,-3.421188,2.161352,0.372016,-3.107336
4.226733,5.026105,-2.820941,2.426161,2.082376,-0.662027
2.155624,2.990064,-1.062659,0.665633,-1.445882,-2.311845
3.413715,1.512947,-2.514639,0.775013,0.743866,1.084970
2.395642,2.497020,0.207499,2.552297,2.926759,2.146032
3.081341,3.403601,-1.692896,2.694781,5.381416,2.764657
1.345609,0.700704,0.706328,-0.137384,-0.063320,-0.592457
3.380805,4.329180,-2.837263,1.360270,3.154790,1.382967
1.069887,-0.109761,0.436651,0.722414,1.745544,1.930017
0.782455,-0.431501,-2.843222,-0.507003,-1.460489,-1.671245
1.853057,3.960436,-3.040767,3.196308,2.279713,1.845377
1.999689,2.392368,-1.629909,0.570845,0.967480,-0.023503
-0.087724,1.257154,-0.284259,0.778559,-0.333276,-0.151112
2.244258,2.846695,-0.962069,0.625723,0.064648,-0.551426
2.839594,2.024410,-1.720422,-1.039761,-3.136391,-2.880449
-0.015201,1.762422,-0.817683,1.041998,2.240930,0.493483
3.821184,3.604241,-1.596098,1.718354,1.806274,1.368124
3.003091,0.711353,-3.600807,-1.070914,-0.594385,-1.540257
4.005158,3.973981,-3.244243,1.371353,2.495522,0.617100
3.097233,3.151127,-3.467695,0.636622,0.144988,-1.280166
1.232015,-0.036270,-0.869456,0.026563,-3.192335,-3.929008
1.486792,0.696787,-2.068549,-1.095483,-1.946914,-1.424603
2.278496,3.299542,-0.878337,1.461124,0.140328,-1.924581
-0.563791,1.119501,0.999600,-0.029945,-0.300218,-0.361545
0.394152,1.699198,-0.534412,0.938394,1.029358,0.613295
0.966718,0.607092,-1.514716,1.312482,0.077961,0.383121
2.154248,0.990830,-1.099363,-0.798768,-1.884732,-1.611861
2.420815,2.398494,-1.502239,1.106644,1.382139,0.332671
2.941401,2.340067,-2.344671,-0.076749,-0.809415,-1.301581
1.999812,1.620079,-2.268828,0.656412,-0.533283,-0.705603
3.452370,3.127751,-4.429386,1.243844,0.828897,-0.081812
2.290817,2.989263,-1.119470,3.001106,2.797859,0.109913
0.342305,2.964724,-1.761947,1.652075,3.434597,2.261513
1.683527,1.054551,-1.768358,-0.814483,-0.016932,-0.056692
1.052627,-0.190833,-0.266933,0.311992,0.546943,0.542884
0.886822,1.177922,-0.348231,2.481763,2.984433,2.285459
0.508034,-0.201710,-0.916134,0.282365,0.110593,0.591427
4.754118,2.327602,-4.129872,-0.375350,-0.272993,-1.072292
3.225769,3.873241,-2.617265,1.274920,-0.534965,-1.860217
2.506907,1.358196,-1.636132,1.086638,-0.660416,-0.383861
4.171612,4.629841,-2.636646,1.850038,0.639399,0.957532
1.198915,2.742151,-2.403237,0.054935,-2.128827,-2.937339
2.136669,2.628672,-3.461284,0.578984,-0.218225,-1.787245
3.220745,4.599078,-2.371983,1.647630,1.388877,-2.042605
2.042234,1.886549,-2.078976,0.829098,0.099488,-0.849309
1.143290,-1.201384,-0.666824,-0.601656,-1.273244,0.626158
1.739322,2.659340,0.121222,2.417306,3.882367,3.521789
2.546915,1.749442,-1.831966,0.602712,-0.422948,-1.738503
0.075255,0.719323,0.762603,0.238178,0.700470,1.290597
1.832299,2.710262,-1.560931,1.390645,0.684179,0.619606
4.831471,3.413817,-2.757933,0.866860,1.999467,0.431016
3.852445,3.394590,-2.751373,0.947909,0.948924,1.309440
1.411459,0.318158,-1.462615,-0.091211,-0.116086,-0.520993
4.280690,2.035817,-2.949656,0.239605,0.030841,-1.176043
4.478068,4.794274,-2.981000,0.794946,-0.224528,-2.083310
4.061459,3.731947,-2.747334,3.234115,4.107074,2.595574
1.855638,2.459080,-1.489874,2.724828,3.601698,1.155870
3.333057,2.818479,-1.859228,1.679746,1.636874,0.446263
2.771034,3.431097,-2.427260,1.770051,1.674430,0.023034
0.912452,1.019359,-2.270605,-0.933270,-0.917843,-2.320643
2.591291,2.158910,-0.690083,1.117581,0.732644,0.073187
1.053328,1.820352,-0.695810,2.931024,1.790456,1.106932
1.100748,3.414002,-1.427847,1.866701,1.949072,0.133331
-0.452736,-0.141369,-0.522806,0.841811,-0.808926,-0.805030
0.843118,0.027855,-1.086714,-0.583146,-1.673444,-2.554152
2.925818,3.712870,-1.102640,1.280857,0.278760,-2.119835
1.461378,1.059020,-0.532030,0.067790,1.476291,0.489175
2.545755,1.512342,-1.036670,2.159028,2.244181,2.927162
0.717893,1.453320,-0.281281,-0.100926,0.380240,0.349292
7.049994,5.159851,-3.974199,3.524387,3.480395,0.629471
-2.325597,-0.336757,1.606042,1.378409,1.546140,2.040738
0.693909,0.632739,-0.814410,0.343557,1.927069,1.123423
1.089075,2.019166,0.179160,1.015265,1.489018,-1.152526
0.970603,1.232547,-0.947374,2.022273,1.435904,0.732756
0.908326,1.236834,-0.577630,0.042383,-1.528350,-2.130952
1.770953,3.462511,-2.633956,2.152470,2.201621,0.514704
1.053732,2.803602,0.276843,2.895339,3.295125,2.070910
1.912371,0.815356,-2.417034,0.185342,-0.615840,-0.471915
2.383577,2.402837,-1.086059,0.707962,1.321734,-0.052010
0.589719,1.067178,-0.166674,-0.265970,1.089461,-0.107072
0.410142,1.036661,-0.210664,0.265629,-1.393814,-0.379677
0.643104,0.997041,-1.611381,0.257840,-0.398366,-1.035658
-0.575274,0.226232,-0.433711,-0.104848,-1.570455,-1.789016
2.326166,3.102422,-1.098224,1.409958,-0.731877,-1.187437
2.432180,2.866236,-1.897607,1.600386,1.286573,-0.759963
6.323895,5.325219,-3.114073,2.126822,3.117648,1.252587
1.377123,1.977349,-2.601992,0.596377,0.051858,-0.627579
1.507429,1.778968,-1.378450,0.166470,0.448012,-0.858431
2.064509,4.042518,-2.243419,2.376808,1.706466,0.266334
3.589091,2.166098,-3.165232,-0.555083,0.837127,-0.547752
1.942600,1.707934,-1.164575,-0.511234,-0.471570,-1.823618
2.866343,1.851601,-2.461714,0.897433,0.726178,-0.316143
2.840535,2.594486,-1.895109,1.694274,0.289614,-1.283689
0.947383,0.151835,-2.161719,-1.581765,-3.731831,-2.353688
1.258600,1.781003,-0.629608,1.985125,0.199421,-0.884911
1.859064,2.272454,-2.830504,0.321996,1.419371,-0.425814
0.871999,1.601320,-1.703454,1.330920,1.804516,1.447613
2.459997,2.902214,-1.868893,1.562581,2.036776,0.929205
-0.475774,0.667851,0.275777,-0.241478,0.648836,0.364646
1.286181,0.605333,-2.324060,0.042240,1.464378,0.939792
-1.867201,-1.379866,0.206671,0.853799,-0.564416,1.947138
0.313623,0.037946,-0.873939,-0.004515,-0.673621,-0.518506
0.158460,1.282645,0.161686,1.095940,0.521693,0.155914
-0.550873,-0.155828,0.675017,-0.054542,1.078104,0.520822
2.216191,1.053253,-2.378394,0.045642,-1.889750,-1.977872
4.536905,2.601531,-3.181165,0.405619,-0.646290,-2.198050
2.281768,0.932778,-1.295661,1.820927,1.191677,2.058925
4.203117,3.670940,-3.873674,0.544705,-0.013059,-1.993625
2.052001,2.641192,-2.006657,-0.099483,0.904650,-0.225915
0.068566,1.802231,-0.920284,1.457916,0.111640,0.595838
1.560308,0.498981,-0.294579,0.336161,0.666153,1.222286
-0.303332,0.130791,-1.939856,-0.572787,-0.880472,-0.829575
4.488096,3.778024,-2.678261,1.430917,2.263569,0.655149
