x,y
3.490000000000000000e+02,1.230790295319333083e+01
3.500000000000000000e+02,1.242112978892217434e+01
3.510000000000000000e+02,1.253644022289336135e+01
3.520000000000000000e+02,1.265388546161482175e+01
3.530000000000000000e+02,1.277351828433176983e+01
3.540000000000000000e+02,1.289539310093689117e+01
3.550000000000000000e+02,1.301956601236447497e+01
3.560000000000000000e+02,1.314609487359008000e+01
3.570000000000000000e+02,1.327503935936386092e+01
3.580000000000000000e+02,1.340646103281284240e+01
3.590000000000000000e+02,1.354042341705490493e+01
3.600000000000000000e+02,1.367699206997517969e+01
3.610000000000000000e+02,1.381623466232410991e+01
3.620000000000000000e+02,1.395822105930525581e+01
3.630000000000000000e+02,1.410302340583067426e+01
3.640000000000000000e+02,1.425071621563162338e+01
3.650000000000000000e+02,1.440137646442334329e+01
3.660000000000000000e+02,1.455508368733394242e+01
3.670000000000000000e+02,1.471192008081976788e+01
3.680000000000000000e+02,1.487197060930255255e+01
3.690000000000000000e+02,1.503532311677739308e+01
3.700000000000000000e+02,1.520206844365554133e+01
3.710000000000000000e+02,1.537230054912137511e+01
3.720000000000000000e+02,1.554611663929988552e+01
3.730000000000000000e+02,1.572361730154868376e+01
3.740000000000000000e+02,1.590490664520755715e+01
3.750000000000000000e+02,1.609009244915886327e+01
3.760000000000000000e+02,1.627928631657371028e+01
3.770000000000000000e+02,1.647260383724185573e+01
3.780000000000000000e+02,1.667016475790800811e+01
3.790000000000000000e+02,1.687209316106347501e+01
3.800000000000000000e+02,1.707851765267027488e+01
3.810000000000000000e+02,1.728957155932480205e+01
3.820000000000000000e+02,1.750539313540049946e+01
3.830000000000000000e+02,1.772612578074323864e+01
3.840000000000000000e+02,1.795191826952987313e+01
3.850000000000000000e+02,1.818292499094012982e+01
3.860000000000000000e+02,1.841930620233394222e+01
3.870000000000000000e+02,1.866122829567162000e+01
3.880000000000000000e+02,1.890886407796298485e+01
3.890000000000000000e+02,1.916239306658313524e+01
3.900000000000000000e+02,1.942200180034873114e+01
3.910000000000000000e+02,1.968788416730811974e+01
3.920000000000000000e+02,1.996024175026319014e+01
3.930000000000000000e+02,2.023928419110945498e+01
3.940000000000000000e+02,2.052522957515522961e+01
3.950000000000000000e+02,2.081830483666021081e+01
3.960000000000000000e+02,2.111874618691936689e+01
3.970000000000000000e+02,2.142679956631009830e+01
3.980000000000000000e+02,2.174272112181957795e+01
3.990000000000000000e+02,2.206677771167574065e+01
4.000000000000000000e+02,2.239924743882022895e+01
4.010000000000000000e+02,2.274042021508477518e+01
4.020000000000000000e+02,2.309059835806608518e+01
4.030000000000000000e+02,2.345009722283727882e+01
4.040000000000000000e+02,2.381924587078888322e+01
4.050000000000000000e+02,2.419838777805902907e+01
4.060000000000000000e+02,2.458788158619250908e+01
4.070000000000000000e+02,2.498810189786240343e+01
4.080000000000000000e+02,2.539944012069796031e+01
4.090000000000000000e+02,2.582230536248833275e+01
4.100000000000000000e+02,2.625712538127685391e+01
4.110000000000000000e+02,2.670434759412433579e+01
4.120000000000000000e+02,2.716444014860591949e+01
4.130000000000000000e+02,2.763789306141433499e+01
4.140000000000000000e+02,2.812521942877685888e+01
4.150000000000000000e+02,2.862695671375395534e+01
4.160000000000000000e+02,2.914366811587864348e+01
4.170000000000000000e+02,2.967594402901825745e+01
4.180000000000000000e+02,3.022440359379775998e+01
4.190000000000000000e+02,3.078969635141901406e+01
4.200000000000000000e+02,3.137250400624644442e+01
4.210000000000000000e+02,3.197354230510931572e+01
4.220000000000000000e+02,3.259356304189945064e+01
4.230000000000000000e+02,3.323335619672222663e+01
4.240000000000000000e+02,3.389375221959485174e+01
4.250000000000000000e+02,3.457562446948173118e+01
4.260000000000000000e+02,3.527989182031783599e+01
4.270000000000000000e+02,3.600752144660246046e+01
4.280000000000000000e+02,3.675953180215260119e+01
4.290000000000000000e+02,3.753699580669306357e+01
4.300000000000000000e+02,3.834104425613507772e+01
4.310000000000000000e+02,3.917286947366310557e+01
4.320000000000000000e+02,4.003372922011583057e+01
4.330000000000000000e+02,4.092495088361890510e+01
4.340000000000000000e+02,4.184793597001014120e+01
4.350000000000000000e+02,4.280416491729670270e+01
4.360000000000000000e+02,4.379520225920646226e+01
4.370000000000000000e+02,4.482270216484339187e+01
4.380000000000000000e+02,4.588841438353633606e+01
4.390000000000000000e+02,4.699419062618097342e+01
4.400000000000000000e+02,4.814199141671852544e+01
4.410000000000000000e+02,4.933389344986674985e+01
4.420000000000000000e+02,5.057209749381370756e+01
4.430000000000000000e+02,5.185893687929147688e+01
4.440000000000000000e+02,5.319688661924542572e+01
4.450000000000000000e+02,5.458857320618295006e+01
4.460000000000000000e+02,5.603678513718347176e+01
4.470000000000000000e+02,5.754448421943369141e+01
4.480000000000000000e+02,5.911481771195084889e+01
4.490000000000000000e+02,6.075113136178820383e+01
4.500000000000000000e+02,6.245698339536719601e+01
4.510000000000000000e+02,6.423615952750935776e+01
4.520000000000000000e+02,6.609268905206060651e+01
4.530000000000000000e+02,6.803086207848053846e+01
4.540000000000000000e+02,7.005524797811310123e+01
4.550000000000000000e+02,7.217071510168997861e+01
4.560000000000000000e+02,7.438245182548152457e+01
4.570000000000000000e+02,7.669598897681436256e+01
4.580000000000000000e+02,7.911722367970267555e+01
4.590000000000000000e+02,8.165244464718138317e+01
4.600000000000000000e+02,8.430835892748162053e+01
4.610000000000000000e+02,8.709212008506457892e+01
4.620000000000000000e+02,9.001135776304595026e+01
4.630000000000000000e+02,9.307420852861527294e+01
4.640000000000000000e+02,9.628934784514568435e+01
4.650000000000000000e+02,9.966602294070088419e+01
4.660000000000000000e+02,1.032140862488183899e+02
4.670000000000000000e+02,1.069440289792367480e+02
4.680000000000000000e+02,1.108670142281771831e+02
4.690000000000000000e+02,1.149949088533578845e+02
4.700000000000000000e+02,1.193403131103681289e+02
4.710000000000000000e+02,1.239165867652566817e+02
4.720000000000000000e+02,1.287378700526032276e+02
4.730000000000000000e+02,1.338190974268071898e+02
4.740000000000000000e+02,1.391760015431635225e+02
4.750000000000000000e+02,1.448251042894697207e+02
4.760000000000000000e+02,1.507836909524322380e+02
4.770000000000000000e+02,1.570697627298672217e+02
4.780000000000000000e+02,1.637019617746022107e+02
4.790000000000000000e+02,1.706994617672886250e+02
4.800000000000000000e+02,1.780818156575760156e+02
4.810000000000000000e+02,1.858687506917442818e+02
4.820000000000000000e+02,1.940798991827610678e+02
4.830000000000000000e+02,2.027344517248857585e+02
4.840000000000000000e+02,2.118507177964284267e+02
4.850000000000000000e+02,2.214455770712746698e+02
4.860000000000000000e+02,2.315338034842623358e+02
4.870000000000000000e+02,2.421272434728521716e+02
4.880000000000000000e+02,2.532338302698724419e+02
4.890000000000000000e+02,2.648564182097412640e+02
4.900000000000000000e+02,2.769914254458732898e+02
4.910000000000000000e+02,2.896272811211562157e+02
4.920000000000000000e+02,3.027426848618112558e+02
4.930000000000000000e+02,3.163047034821783541e+02
4.940000000000000000e+02,3.302667528693222607e+02
4.950000000000000000e+02,3.445665426531279536e+02
4.960000000000000000e+02,3.591240972005659842e+02
4.970000000000000000e+02,3.738400072206870277e+02
4.980000000000000000e+02,3.885941085967783124e+02
4.990000000000000000e+02,4.032448235137204620e+02
5.000000000000000000e+02,4.176294256039090556e+02
5.010000000000000000e+02,4.315654956022189594e+02
5.020000000000000000e+02,4.448538057115583229e+02
5.030000000000000000e+02,4.572827994278015353e+02
5.040000000000000000e+02,4.686347130615051242e+02
5.050000000000000000e+02,4.786932176558275387e+02
5.060000000000000000e+02,4.872522586627534906e+02
5.070000000000000000e+02,4.941255613889898086e+02
5.080000000000000000e+02,4.991560891696017279e+02
5.090000000000000000e+02,5.022246290705363094e+02
5.100000000000000000e+02,5.032566717510438821e+02
5.110000000000000000e+02,5.022268666022356456e+02
5.120000000000000000e+02,4.991605643850983256e+02
5.130000000000000000e+02,4.941322745925075992e+02
5.140000000000000000e+02,4.872612103106980612e+02
5.150000000000000000e+02,4.787044083568705446e+02
5.160000000000000000e+02,4.686481435766958157e+02
5.170000000000000000e+02,4.572984706707070472e+02
5.180000000000000000e+02,4.448717187484318742e+02
5.190000000000000000e+02,4.315856516521958497e+02
5.200000000000000000e+02,4.176518260392316506e+02
5.210000000000000000e+02,4.032694698599908634e+02
5.220000000000000000e+02,3.886210025332397322e+02
5.230000000000000000e+02,3.738691505805335851e+02
5.240000000000000000e+02,3.591554919712809806e+02
5.250000000000000000e+02,3.446001909768511950e+02
5.260000000000000000e+02,3.303026570432459721e+02
5.270000000000000000e+02,3.163428659589724816e+02
5.280000000000000000e+02,3.027831082500769071e+02
5.290000000000000000e+02,2.896699681859098519e+02
5.300000000000000000e+02,2.770363791090592827e+02
5.310000000000000000e+02,2.649036415507745232e+02
5.320000000000000000e+02,2.532833265262108569e+02
5.330000000000000000e+02,2.421790160405990093e+02
5.340000000000000000e+02,2.315878559187991357e+02
5.350000000000000000e+02,2.215019130879241800e+02
5.360000000000000000e+02,2.119093412711486337e+02
5.370000000000000000e+02,2.027953666949948115e+02
5.380000000000000000e+02,1.941431098476932959e+02
5.390000000000000000e+02,1.859342614138376746e+02
5.400000000000000000e+02,1.781496309628916208e+02
5.410000000000000000e+02,1.707695863464619492e+02
5.420000000000000000e+02,1.637744004837268221e+02
5.430000000000000000e+02,1.571445205914111511e+02
5.440000000000000000e+02,1.508607731561875482e+02
5.450000000000000000e+02,1.449045161935350166e+02
5.460000000000000000e+02,1.392577486749604532e+02
5.470000000000000000e+02,1.339031854841309155e+02
5.480000000000000000e+02,1.288243049047073612e+02
5.490000000000000000e+02,1.240053744539729763e+02
5.500000000000000000e+02,1.194314598512614936e+02
5.510000000000000000e+02,1.150884210369169551e+02
5.520000000000000000e+02,1.109628984210411033e+02
5.530000000000000000e+02,1.070422919254583718e+02
5.540000000000000000e+02,1.033147348711645463e+02
5.550000000000000000e+02,9.976906434199013063e+01
5.560000000000000000e+02,9.639478930962395964e+01
5.570000000000000000e+02,9.318205752337006231e+01
5.580000000000000000e+02,9.012162193945952993e+01
5.590000000000000000e+02,8.720480728030659634e+01
5.600000000000000000e+02,8.442347716604207619e+01
5.610000000000000000e+02,8.177000214244398535e+01
5.620000000000000000e+02,7.923722883555960550e+01
5.630000000000000000e+02,7.681845038932289071e+01
5.640000000000000000e+02,7.450737828456308876e+01
5.650000000000000000e+02,7.229811559287249167e+01
5.660000000000000000e+02,7.018513168431687177e+01
5.670000000000000000e+02,6.816323838184882788e+01
5.680000000000000000e+02,6.622756753583531975e+01
5.690000000000000000e+02,6.437354997795262079e+01
5.700000000000000000e+02,6.259689580372955930e+01
5.710000000000000000e+02,6.089357592632428151e+01
5.720000000000000000e+02,5.925980483998310433e+01
5.730000000000000000e+02,5.769202452946519344e+01
5.740000000000000000e+02,5.618688946106051674e+01
5.750000000000000000e+02,5.474125259130829591e+01
5.760000000000000000e+02,5.335215233084307584e+01
5.770000000000000000e+02,5.201680040272387373e+01
5.780000000000000000e+02,5.073257053695228080e+01
5.790000000000000000e+02,4.949698794551673586e+01
5.800000000000000000e+02,4.830771952509910960e+01
5.810000000000000000e+02,4.716256473746159372e+01
5.820000000000000000e+02,4.605944712043034883e+01
5.830000000000000000e+02,4.499640638526002334e+01
5.840000000000000000e+02,4.397159105896217568e+01
5.850000000000000000e+02,4.298325163288713213e+01
5.860000000000000000e+02,4.202973418144360096e+01
5.870000000000000000e+02,4.110947441731278929e+01
5.880000000000000000e+02,4.022099215185699705e+01
5.890000000000000000e+02,3.936288613163357297e+01
5.900000000000000000e+02,3.853382922400415111e+01
5.910000000000000000e+02,3.773256392677738091e+01
5.920000000000000000e+02,3.695789817864525872e+01
5.930000000000000000e+02,3.620870144887268793e+01
5.940000000000000000e+02,3.548390108628258588e+01
5.950000000000000000e+02,3.478247890905067408e+01
5.960000000000000000e+02,3.410346801819014217e+01
5.970000000000000000e+02,3.344594981887472329e+01
5.980000000000000000e+02,3.280905123492281916e+01
5.990000000000000000e+02,3.219194210285365898e+01
6.000000000000000000e+02,3.159383273293313721e+01
6.010000000000000000e+02,3.101397162555838705e+01
6.020000000000000000e+02,3.045164333219138442e+01
6.030000000000000000e+02,2.990616645084765324e+01
6.040000000000000000e+02,2.937689174688213356e+01
6.050000000000000000e+02,2.886320039049365249e+01
6.060000000000000000e+02,2.836450230299768904e+01
6.070000000000000000e+02,2.788023460449701219e+01
6.080000000000000000e+02,2.740986015611598958e+01
6.090000000000000000e+02,2.695286619045934984e+01
6.100000000000000000e+02,2.650876302441377419e+01
6.110000000000000000e+02,2.607708284883346295e+01
6.120000000000000000e+02,2.565737859004157428e+01
6.130000000000000000e+02,2.524922283844045268e+01
6.140000000000000000e+02,2.485220683985778223e+01
6.150000000000000000e+02,2.446593954556421124e+01
6.160000000000000000e+02,2.409004671718404822e+01
6.170000000000000000e+02,2.372417008298439356e+01
6.180000000000000000e+02,2.336796654227320502e+01
6.190000000000000000e+02,2.302110741486262313e+01
6.200000000000000000e+02,2.268327773276403292e+01
6.210000000000000000e+02,2.235417557147517087e+01
6.220000000000000000e+02,2.203351141839974048e+01
6.230000000000000000e+02,2.172100757610669675e+01
6.240000000000000000e+02,2.141639759829108769e+01
6.250000000000000000e+02,2.111942575644162901e+01
6.260000000000000000e+02,2.082984653535350006e+01
6.270000000000000000e+02,2.054742415574822090e+01
6.280000000000000000e+02,2.027193212237716935e+01
6.290000000000000000e+02,2.000315279609204566e+01
6.300000000000000000e+02,1.974087698846426520e+01
6.310000000000000000e+02,1.948490357762762670e+01
6.320000000000000000e+02,1.923503914410392568e+01
6.330000000000000000e+02,1.899109762545090518e+01
6.340000000000000000e+02,1.875289998864600349e+01
6.350000000000000000e+02,1.852027391918825572e+01
6.360000000000000000e+02,1.829305352596503198e+01
6.370000000000000000e+02,1.807107906099001937e+01
6.380000000000000000e+02,1.785419665317468940e+01
6.390000000000000000e+02,1.764225805534747238e+01
6.400000000000000000e+02,1.743512040378324812e+01
6.410000000000000000e+02,1.723264598955121230e+01
6.420000000000000000e+02,1.703470204103114582e+01
6.430000000000000000e+02,1.684116051698777028e+01
6.440000000000000000e+02,1.665189790962955030e+01
6.450000000000000000e+02,1.646679505711282232e+01
6.460000000000000000e+02,1.628573696498414947e+01
6.470000000000000000e+02,1.610861263608410709e+01
6.480000000000000000e+02,1.593531490846359766e+01
6.490000000000000000e+02,1.576574030089035183e+01
6.500000000000000000e+02,1.559978886554771371e+01
6.510000000000000000e+02,1.543736404755108893e+01
6.520000000000000000e+02,1.527837255092888213e+01
6.530000000000000000e+02,1.512272421073517314e+01
6.540000000000000000e+02,1.497033187098027618e+01
6.550000000000000000e+02,1.482111126808316293e+01
6.560000000000000000e+02,1.467498091956649553e+01
6.570000000000000000e+02,1.453186201773066344e+01
6.580000000000000000e+02,1.439167832805789971e+01
6.590000000000000000e+02,1.425435609211151267e+01
6.600000000000000000e+02,1.411982393470812092e+01
6.610000000000000000e+02,1.398801277515307007e+01
6.620000000000000000e+02,1.385885574234066731e+01
6.630000000000000000e+02,1.373228809353167890e+01
6.640000000000000000e+02,1.360824713663065211e+01
6.650000000000000000e+02,1.348667215579522249e+01
6.660000000000000000e+02,1.336750434021853984e+01
6.670000000000000000e+02,1.325068671593441039e+01
6.680000000000000000e+02,1.313616408050276085e+01
6.690000000000000000e+02,1.302388294044051342e+01
6.700000000000000000e+02,1.291379145127007710e+01
6.710000000000000000e+02,1.280583936006430612e+01
6.720000000000000000e+02,1.269997795037313537e+01
6.730000000000000000e+02,1.259615998942299164e+01
6.740000000000000000e+02,1.249433967748572982e+01
6.750000000000000000e+02,1.239447259931911738e+01
6.760000000000000000e+02,1.229651567758591924e+01
6.770000000000000000e+02,1.220042712816334252e+01
6.780000000000000000e+02,1.210616641725908060e+01
6.790000000000000000e+02,1.201369422025442546e+01
6.800000000000000000e+02,1.192297238219888023e+01
6.810000000000000000e+02,1.183396387988452680e+01
6.820000000000000000e+02,1.174663278543195233e+01
6.830000000000000000e+02,1.166094423132293123e+01
6.840000000000000000e+02,1.157686437681824998e+01
6.850000000000000000e+02,1.149436037570212044e+01
6.860000000000000000e+02,1.141340034529750369e+01
6.870000000000000000e+02,1.133395333669936633e+01
6.880000000000000000e+02,1.125598930617551119e+01
6.890000000000000000e+02,1.117947908768703158e+01
6.900000000000000000e+02,1.110439436648285749e+01
6.910000000000000000e+02,1.103070765372492090e+01
6.920000000000000000e+02,1.095839226210273232e+01
6.930000000000000000e+02,1.088742228239804177e+01
6.940000000000000000e+02,1.081777256096217776e+01
6.950000000000000000e+02,1.074941867807047124e+01
6.960000000000000000e+02,1.068233692711990024e+01
6.970000000000000000e+02,1.061650429463767864e+01
6.980000000000000000e+02,1.055189844107006181e+01
6.990000000000000000e+02,1.048849768232220825e+01
7.000000000000000000e+02,1.042628097202120685e+01
7.010000000000000000e+02,1.036522788447583565e+01
7.020000000000000000e+02,1.030531859830784924e+01
7.030000000000000000e+02,1.024653388073080329e+01
7.040000000000000000e+02,1.018885507245362199e+01
7.050000000000000000e+02,1.013226407318721911e+01
7.060000000000000000e+02,1.007674332773350301e+01
7.070000000000000000e+02,1.002227581263723621e+01
7.080000000000000000e+02,9.968845023382034043e+00
7.090000000000000000e+02,9.916434962112829155e+00
7.100000000000000000e+02,9.865030125868020860e+00
7.110000000000000000e+02,9.814615495305339721e+00
7.120000000000000000e+02,9.765176523906328399e+00
7.130000000000000000e+02,9.716699127645062717e+00
7.140000000000000000e+02,9.669169675107621487e+00
7.150000000000000000e+02,9.622574978049431849e+00
7.160000000000000000e+02,9.576902282378348730e+00
7.170000000000000000e+02,9.532139259552110389e+00
7.180000000000000000e+02,9.488273998379284535e+00
7.190000000000000000e+02,9.445294997213647292e+00
7.200000000000000000e+02,9.403191156532443529e+00
7.210000000000000000e+02,9.361951771889602369e+00
7.220000000000000000e+02,9.321566527235550126e+00
7.230000000000000000e+02,9.282025488595895268e+00
7.240000000000000000e+02,9.243319098101697051e+00
7.250000000000000000e+02,9.205438168364679541e+00
7.260000000000000000e+02,9.168373877191202226e+00
7.270000000000000000e+02,9.132117762629327729e+00
7.280000000000000000e+02,9.096661718343876046e+00
7.290000000000000000e+02,9.061997989314775737e+00
7.300000000000000000e+02,9.028119167854578464e+00
7.310000000000000000e+02,8.995018189941417219e+00
7.320000000000000000e+02,8.962688331864232083e+00
7.330000000000000000e+02,8.931123207177497747e+00
7.340000000000000000e+02,8.900316763963177280e+00
7.350000000000000000e+02,8.870263282398100912e+00
7.360000000000000000e+02,8.840957372625402044e+00
7.370000000000000000e+02,8.812393972929131181e+00
7.380000000000000000e+02,8.784568348211584166e+00
7.390000000000000000e+02,8.757476088773406886e+00
7.400000000000000000e+02,8.731113109396941852e+00
7.410000000000000000e+02,8.705475648733768779e+00
7.420000000000000000e+02,8.680560268997886908e+00
7.430000000000000000e+02,8.656363855966397125e+00
7.440000000000000000e+02,8.632883619290119270e+00
7.450000000000000000e+02,8.610117093116937070e+00
7.460000000000000000e+02,8.588062137031295507e+00
7.470000000000000000e+02,8.566716937313675118e+00
7.480000000000000000e+02,8.546080008524443272e+00
7.490000000000000000e+02,8.526150195416947852e+00
7.500000000000000000e+02,8.506926675185344067e+00
7.510000000000000000e+02,8.488408960053083874e+00
7.520000000000000000e+02,8.470596900208644087e+00
7.530000000000000000e+02,8.453490687095628786e+00
7.540000000000000000e+02,8.437090857064942995e+00
7.550000000000000000e+02,8.421398295397372280e+00
7.560000000000000000e+02,8.406414240705542440e+00
7.570000000000000000e+02,8.392140289724865809e+00
7.580000000000000000e+02,8.378578402503746858e+00
7.590000000000000000e+02,8.365730908004010757e+00
7.600000000000000000e+02,8.353600510123277090e+00
7.610000000000000000e+02,8.342190294151661689e+00
7.620000000000000000e+02,8.331503733676033363e+00
7.630000000000000000e+02,8.321544697945780555e+00
7.640000000000000000e+02,8.312317459714915202e+00
7.650000000000000000e+02,8.303826703576129731e+00
7.660000000000000000e+02,8.296077534803387721e+00
7.670000000000000000e+02,8.289075488720426321e+00
7.680000000000000000e+02,8.282826540613587696e+00
7.690000000000000000e+02,8.277337116208340007e+00
7.700000000000000000e+02,8.272614102729814789e+00
7.710000000000000000e+02,8.268664860568803121e+00
7.720000000000000000e+02,8.265497235575702817e+00
7.730000000000000000e+02,8.263119572005972913e+00
7.740000000000000000e+02,8.261540726141927138e+00
7.750000000000000000e+02,8.260770080616753219e+00
7.760000000000000000e+02,8.260817559467952265e+00
7.770000000000000000e+02,8.261693643948655463e+00
7.780000000000000000e+02,8.263409389126545435e+00
7.790000000000000000e+02,8.265976441301411626e+00
7.800000000000000000e+02,8.269407056273870182e+00
7.810000000000000000e+02,8.273714118498990189e+00
7.820000000000000000e+02,8.278911161160168675e+00
7.830000000000000000e+02,8.285012387199907735e+00
7.840000000000000000e+02,8.292032691345752937e+00
7.850000000000000000e+02,8.299987683171019981e+00
7.860000000000000000e+02,8.308893711231537083e+00
7.870000000000000000e+02,8.318767888321055182e+00
7.880000000000000000e+02,8.329628117889551930e+00
7.890000000000000000e+02,8.341493121670051636e+00
7.900000000000000000e+02,8.354382468561134090e+00
7.910000000000000000e+02,8.368316604813610837e+00
7.920000000000000000e+02,8.383316885571291621e+00
7.930000000000000000e+02,8.399405607816985864e+00
7.940000000000000000e+02,8.416606044776040463e+00
7.950000000000000000e+02,8.434942481830834282e+00
7.960000000000000000e+02,8.454440254000452626e+00
7.970000000000000000e+02,8.475125785040509285e+00
7.980000000000000000e+02,8.497026628218547373e+00
7.990000000000000000e+02,8.520171508820636674e+00
8.000000000000000000e+02,8.544590368444634265e+00
8.010000000000000000e+02,8.570314411135088406e+00
8.020000000000000000e+02,8.597376151413749668e+00
8.030000000000000000e+02,8.625809464258189507e+00
8.040000000000000000e+02,8.655649637078832725e+00
8.050000000000000000e+02,8.686933423741979965e+00
8.060000000000000000e+02,8.719699100682575477e+00
8.070000000000000000e+02,8.753986525146006059e+00
8.080000000000000000e+02,8.789837195592298258e+00
8.090000000000000000e+02,8.827294314289279242e+00
8.100000000000000000e+02,8.866402852112592825e+00
8.110000000000000000e+02,8.907209615560500282e+00
8.120000000000000000e+02,8.949763315979270217e+00
8.130000000000000000e+02,8.994114640980797049e+00
8.140000000000000000e+02,9.040316328017372172e+00
8.150000000000000000e+02,9.088423240059057662e+00
8.160000000000000000e+02,9.138492443296451384e+00
8.170000000000000000e+02,9.190583286765200199e+00
8.180000000000000000e+02,9.244757483758339944e+00
8.190000000000000000e+02,9.301079194857299726e+00
8.200000000000000000e+02,9.359615112372171808e+00
8.210000000000000000e+02,9.420434545935519211e+00
8.220000000000000000e+02,9.483609508941045263e+00
8.230000000000000000e+02,9.549214805457943100e+00
8.240000000000000000e+02,9.617328117182761815e+00
8.250000000000000000e+02,9.688030089912214038e+00
8.260000000000000000e+02,9.761404418931155291e+00
8.270000000000000000e+02,9.837537932608977798e+00
8.280000000000000000e+02,9.916520673383280027e+00
8.290000000000000000e+02,9.998445975180468182e+00
8.300000000000000000e+02,1.008341053617715488e+01
8.310000000000000000e+02,1.017151448564216487e+01
8.320000000000000000e+02,1.026286144341447226e+01
8.330000000000000000e+02,1.035755857036542693e+01
8.340000000000000000e+02,1.045571660796194280e+01
8.350000000000000000e+02,1.055744990478832257e+01
8.360000000000000000e+02,1.066287642759572130e+01
8.370000000000000000e+02,1.077211775412694728e+01
8.380000000000000000e+02,1.088529904460788345e+01
8.390000000000000000e+02,1.100254898840229245e+01
8.400000000000000000e+02,1.112399972189149011e+01
8.410000000000000000e+02,1.124978671316153367e+01
8.420000000000000000e+02,1.138004860855600953e+01
8.430000000000000000e+02,1.151492703557991781e+01
8.440000000000000000e+02,1.165456635601805324e+01
8.450000000000000000e+02,1.179911336245909759e+01
8.460000000000000000e+02,1.194871691069447017e+01
8.470000000000000000e+02,1.210352747969052167e+01
8.480000000000000000e+02,1.226369665001744025e+01
8.490000000000000000e+02,1.242937649076399964e+01
8.500000000000000000e+02,1.260071884408239917e+01
8.510000000000000000e+02,1.277787449560453226e+01
8.520000000000000000e+02,1.296099221806590229e+01
8.530000000000000000e+02,1.315021767458873292e+01
8.540000000000000000e+02,1.334569216723867946e+01
8.550000000000000000e+02,1.354755121571650456e+01
8.560000000000000000e+02,1.375592295042061508e+01
8.570000000000000000e+02,1.397092630367341037e+01
8.580000000000000000e+02,1.419266898270948296e+01
8.590000000000000000e+02,1.442124520815568367e+01
8.600000000000000000e+02,1.465673320228458110e+01
8.610000000000000000e+02,1.489919241240168724e+01
8.620000000000000000e+02,1.514866045645641535e+01
8.630000000000000000e+02,1.540514978048609507e+01
8.640000000000000000e+02,1.566864402096500442e+01
8.650000000000000000e+02,1.593909406970230869e+01
8.660000000000000000e+02,1.621641384478872538e+01
8.670000000000000000e+02,1.650047577840843616e+01
8.680000000000000000e+02,1.679110604128182160e+01
8.690000000000000000e+02,1.708807953423968939e+01
8.700000000000000000e+02,1.739111469007172772e+01
8.710000000000000000e+02,1.769986814341105941e+01
8.720000000000000000e+02,1.801392934300739057e+01
8.730000000000000000e+02,1.833281519919760782e+01
8.740000000000000000e+02,1.865596487946639570e+01
8.750000000000000000e+02,1.898273488629887140e+01
8.760000000000000000e+02,1.931239457346510591e+01
8.770000000000000000e+02,1.964412227862024807e+01
8.780000000000000000e+02,1.997700227058429334e+01
8.790000000000000000e+02,2.031002272755614158e+01
8.800000000000000000e+02,2.064207497624211030e+01
8.810000000000000000e+02,2.097195422964727385e+01
8.820000000000000000e+02,2.129836206114363151e+01
