id,x0,x1,x2,x3,x4,x5,target
73,-2.548449,-2.881367,-0.782876,-1.380007,-1.520274,-1.201754,3.230925
74,-0.415753,-0.248083,0.599066,-0.588425,-2.489001,-1.010815,3.402416
75,1.029308,0.187633,1.364128,2.982663,-0.452092,0.098840,3.095879
76,-2.340868,-0.452260,-0.647130,-1.516532,0.424946,-0.650599,1.318556
77,-2.246977,-2.956120,-1.465524,-2.920699,2.495540,-2.717605,3.303980
78,0.612372,-1.628776,-1.893561,-2.640795,-1.329330,-0.788239,6.258428
79,-2.396608,0.144428,2.531673,0.070180,2.200579,2.699055,5.744800
80,-2.708158,2.005585,-1.170060,-1.822052,-0.598389,0.810048,3.114405
81,-2.641790,0.282776,1.228576,-1.573360,0.163213,-0.082376,2.978217
82,-1.925033,-2.509734,1.940091,-0.664052,0.983902,-2.536017,3.159557
83,0.679397,-1.558219,-1.353733,0.389052,-0.348153,-0.598081,3.049839
84,-1.643240,1.622814,-2.028971,-2.118969,-0.084310,-2.738654,6.322057
85,-1.120840,2.769783,2.352105,-1.223364,-1.154903,2.287429,4.332928
86,-0.321720,2.221081,-1.134841,-1.749138,-1.808370,-1.231333,5.487500
87,-0.091991,0.679698,-1.493803,-1.693211,-0.010613,0.113830,6.300123
88,0.297284,-0.211136,-2.125829,2.670765,-0.471434,-0.951537,3.390280
89,-2.910314,-1.584628,-2.342651,0.358827,2.006952,2.397036,2.840451
90,2.048617,0.404644,0.836117,-0.812980,2.619206,-2.672797,4.715190
91,-0.103545,0.362114,-0.045149,0.894184,-1.714126,0.142422,2.855842
92,-1.153272,2.731774,-2.573465,-1.597088,-1.954653,1.096809,5.297723
93,-0.792946,-0.837328,0.503389,-1.920819,2.308154,-0.483391,2.238365
94,2.237432,2.839071,-0.838452,2.597539,0.853616,-1.281358,2.542659
95,0.146357,-0.032834,1.274106,-1.223415,-1.810565,-1.672653,5.497158
96,2.059351,-1.898899,0.559799,2.421165,-2.871927,-0.896831,3.086502
97,-2.565356,-0.290523,-0.754894,0.245941,2.904664,0.775621,0.850913
98,2.117600,2.660494,1.996897,1.125624,-0.078732,-2.744656,5.729255
99,0.556916,0.866177,0.111987,0.990738,-1.818961,0.984970,3.629869
100,2.606161,-2.213951,-1.874294,2.197500,-1.593779,-0.730333,5.490195
101,-0.274019,-0.463598,-2.717354,-2.533109,-2.038048,2.458175,6.172505
102,2.084757,0.586751,0.585495,0.657493,-1.451961,1.168786,5.130485
103,2.955841,-2.665640,0.963691,-1.240431,-2.899587,0.752761,6.892594
104,-0.574193,-1.236379,-1.420184,-0.829378,1.365271,-0.755355,2.415369
105,-0.940838,2.479451,0.516181,1.610132,2.804755,1.905869,2.381504
106,0.303860,1.461258,2.436716,0.983110,1.889193,0.195533,6.971423
107,1.367926,-1.595911,2.912613,-0.364053,-0.521542,-1.197333,7.657746
108,-0.713533,1.378032,2.540371,2.521211,-0.610825,-1.529655,5.419362
109,1.558108,2.737279,2.220557,1.399524,-2.651647,-0.082216,5.375708
110,1.951932,-1.671540,-0.813305,-2.277308,1.479731,-1.424059,5.001057
111,-1.982521,1.732493,-2.299477,-1.896631,-2.106733,-2.591583,7.639442
112,2.759929,-0.780231,-1.621425,2.624178,-1.764062,-0.525612,4.004568
113,-2.556842,1.085479,-1.397059,-0.630857,2.608264,1.472798,4.458882
114,2.239333,-2.308416,-2.260579,-2.966751,2.483377,0.327318,9.654185
115,-2.286811,2.163540,2.676995,-0.649522,0.884728,-2.000959,4.989433
116,-0.975179,0.117540,0.194840,-1.305288,1.798576,-1.551669,2.570414
117,-0.778138,-2.370107,2.222266,2.298227,0.016272,1.658063,3.082312
118,0.975618,-2.025522,-2.571283,2.795611,2.442458,2.108256,5.832699
119,-0.723195,0.274020,0.067339,-2.954657,-2.057035,2.429946,3.658267
120,2.361243,1.641167,-1.831907,-0.079191,0.277651,2.256674,8.199267
121,2.183052,0.637886,2.026715,0.274925,0.100337,-1.207715,7.828188
122,1.564001,0.596528,-1.461882,-1.292109,0.629499,-1.999487,7.046046
123,-1.760296,1.526552,0.128850,0.157860,2.783399,-0.920458,1.954916
124,-2.874958,-1.666563,-1.031489,-2.053541,2.080129,1.517589,2.012366
125,-0.735502,0.246068,1.773258,2.030605,2.180219,-0.199002,2.820626
126,2.220601,-0.961099,-0.124813,-2.911575,1.612279,2.501671,6.724454
127,1.882219,-2.879450,0.405774,1.456755,-1.549432,-2.486551,5.512234
128,-1.202622,-2.402707,-2.679709,2.204531,0.851604,2.917659,4.560758
129,0.104033,-0.806948,1.973518,2.065899,2.731623,-2.416812,0.730715
130,1.890113,-1.177694,2.534420,0.736268,-2.751595,-2.094195,7.439058
131,-0.567422,1.549610,-1.772748,2.025128,1.695939,-1.689864,3.191011
132,-0.563346,2.303548,-2.597673,1.308273,0.402889,-1.208749,5.034434
133,-0.523147,0.288080,1.301483,-1.856761,-1.324951,1.409109,4.721214
134,0.301295,-0.019295,-0.869617,-1.895369,-1.223056,0.123476,4.903173
135,-1.941347,2.932817,2.657359,-0.265664,2.348967,-1.925285,2.968371
136,-0.229617,2.139290,2.706936,-2.482979,2.891798,-1.156380,7.853036
137,-2.660268,-2.410425,-0.737195,-0.499906,0.635861,-1.380802,0.996665
138,-1.963247,2.196668,-0.395604,-1.941122,1.889536,-0.419856,2.866643
139,-1.316189,-0.012326,1.907389,-0.320056,0.212319,1.829493,3.933212
140,2.770846,0.730278,-0.192401,2.128244,2.252794,1.690301,6.112736
141,2.549308,2.473510,0.587594,2.697379,1.208152,-2.675332,2.667330
142,-2.151450,0.203022,2.545317,-2.028380,-0.566823,2.865213,5.682089
143,-1.899723,1.939208,-1.396048,-2.942493,2.355590,-0.499048,4.844739
144,2.640617,-1.405213,1.939610,0.715274,1.031192,2.447344,6.033445
145,1.058126,-2.131609,-1.253167,-0.776513,2.235550,1.470482,5.596005
146,-2.475886,-1.544167,-1.143875,1.344686,-2.990152,1.245359,-1.714967
147,2.341843,0.362029,-0.440075,1.631697,-0.020814,-2.860731,4.712026
148,-1.213928,0.603678,2.437969,2.541331,1.838636,1.529736,4.792876
149,0.722546,0.295865,0.719540,0.565763,-0.632627,-1.657097,4.300503
150,0.676384,0.062137,2.745639,-0.386417,-0.034329,2.546780,7.739614
151,-0.174202,0.983782,0.432983,2.353543,-0.853987,2.703825,2.053004
152,-1.890535,-2.908043,0.804717,2.233719,1.148675,2.921898,1.732574
153,2.606773,1.028684,-0.748041,1.388837,0.856565,0.300460,6.080039
154,-1.570107,-2.165715,-2.643434,-2.183328,2.992820,-0.291112,5.942719
155,2.392206,1.374999,-2.297314,-0.604337,-1.584039,0.277730,9.472121
156,-2.524706,-0.330915,-1.701410,-1.242312,0.717745,-1.726309,2.151157
157,-2.829338,1.223164,-0.217429,1.667038,0.347306,-0.138837,0.697992
158,-2.874003,0.554529,1.914278,0.676610,-0.929136,-1.398090,3.020827
159,1.559866,-0.272016,-2.322796,1.483755,-1.091922,0.402390,5.468282
160,1.137956,2.653840,-1.047789,-0.683438,-2.700100,-2.920882,6.598220
161,-2.494522,1.762966,-2.746104,-1.935607,2.540747,-1.405081,6.039459
162,-0.162308,1.712392,-2.893517,1.867635,-0.318145,0.879781,6.772824
163,-1.529636,-1.856993,-1.125454,0.084754,-2.262116,-1.078020,1.875967
164,-2.212838,0.648276,0.709689,-2.756665,-1.257074,1.600345,3.732076
165,-1.519661,-2.556562,-1.640564,1.526351,0.765484,-0.352656,2.095407
166,1.228519,0.098263,-2.382637,-2.662213,0.535213,1.805094,9.227577
167,2.082185,2.181852,1.656720,2.231981,-0.959930,-0.208634,5.154666
168,0.331138,-2.014645,2.275501,1.192581,0.292307,-2.579264,4.164952
169,-0.475836,1.034926,-1.570778,-0.807907,0.682582,2.811000,6.215228
170,-1.903262,-0.504494,-2.996644,-0.471229,-1.985025,1.276142,4.619810
171,0.759181,-2.755551,2.039398,-2.170695,2.853677,1.116328,8.675837
172,1.000931,0.651001,-1.535081,-1.340933,1.739594,1.065282,7.529385
173,-0.108218,2.078465,-0.247553,2.500448,0.422071,1.012724,1.885585
174,-2.469918,1.472641,-1.882608,0.434160,2.684017,-2.493502,1.890267
175,-1.736452,2.594425,-1.044306,0.141077,2.423474,2.612684,3.145921
176,1.395444,-0.230312,0.598598,-1.619519,0.823238,-2.855514,4.568098
177,2.236016,0.084784,1.524519,-1.281707,-0.034970,0.798398,7.218704
178,-0.442362,1.782143,1.246676,2.964630,0.776102,0.756558,2.478709
179,0.907723,-2.272400,-1.231350,-0.379779,1.903648,-2.472479,3.403297
180,2.380278,-1.890089,-0.576004,1.232018,2.304350,0.103411,3.620127
181,-0.503959,-0.447393,0.240997,-1.504035,0.917386,2.384040,3.405954
182,-2.372307,-1.685809,-0.677714,1.121798,1.893301,-0.401727,-1.019650
183,0.424286,-1.486225,-0.273743,0.273043,2.557279,2.186670,3.316561
184,0.445960,-1.300954,0.508448,-2.334161,2.496536,-2.614063,2.143154
185,0.829816,2.533842,1.011266,1.651674,1.754716,-0.942627,2.475943
186,-1.522776,0.297342,-0.522994,0.370240,-1.088896,2.227409,1.428528
187,0.486390,-1.781967,-1.487435,0.626332,2.269962,-1.289812,2.345193
188,2.707017,-2.630776,1.607999,2.410053,-0.889173,-0.535073,5.545818
189,-1.584471,-1.020465,2.309268,-0.895857,-2.518372,0.210412,3.376495
190,1.322963,-1.226003,0.404623,1.920817,0.065557,0.925391,1.543492
191,1.493206,0.860891,2.848271,2.996148,2.478246,1.977513,8.787725
192,0.470391,-2.101003,1.852545,2.215407,0.148199,0.710118,3.056416
193,0.141761,2.544608,-1.116865,1.911298,-0.340883,2.387930,1.977986
194,-0.219683,1.886854,-2.281271,-1.483849,1.501832,-0.220383,7.250063
195,0.386224,1.728216,0.260748,1.567540,-1.698386,-0.900609,3.758930
196,2.970624,2.406871,1.407657,1.541666,1.600694,0.421077,5.771374
197,-1.653499,-0.267827,-0.937175,-0.141435,1.925482,1.730042,2.405139
198,1.114076,0.520062,-0.145961,0.721409,-2.976377,-1.827706,5.744357
199,2.780091,2.089844,-1.110371,1.723205,-1.945358,-0.214328,5.593525
200,0.640399,0.562137,2.809336,-0.051932,0.655277,-2.307864,8.115251
201,-0.811983,1.602250,2.484035,-1.851672,0.112534,1.566463,7.915055
202,-1.022766,-0.126664,1.975043,-0.450106,-0.339575,-2.345869,4.314643
203,-2.208470,1.591632,-0.897842,2.064188,-2.365174,1.089956,0.555760
204,-2.727571,-2.431813,-2.284595,-0.763735,1.636998,-2.292882,2.778794
205,0.922579,-1.922325,0.419914,-1.722430,0.036783,0.318278,4.288155
206,2.719028,1.185809,-1.952856,1.715236,-2.431492,-1.515821,8.474111
207,-2.869453,-2.551236,2.581436,2.340012,2.620808,-0.976194,1.715555
208,-0.940151,0.553554,-2.973892,1.331215,-0.230878,-2.567931,6.714987
209,-2.110403,-0.053537,0.661876,-2.758129,-1.987740,-1.606009,3.951090
210,2.222862,-2.980181,-2.637355,-0.854795,0.253527,1.917868,10.134683
211,2.275003,0.930780,-1.818473,0.173505,2.375545,-1.710435,6.873537
212,2.759109,-1.689165,0.946339,1.643172,0.666911,-1.642910,3.371585
213,1.164313,-2.408349,-1.380881,1.820527,1.440906,-1.672998,3.109237
214,-0.841921,-2.874828,-2.278910,-0.228708,2.909150,-0.685961,5.285695
215,2.190176,-1.253094,1.030666,-2.029770,1.686247,-1.958544,4.699858
216,0.567575,-2.943689,0.622083,0.264438,1.321729,-1.039884,4.061556
217,0.960521,-0.495816,-0.999282,1.013755,-0.497835,2.417701,2.512032
218,-2.348861,-0.634779,1.791214,-0.811945,-0.696333,-0.777569,2.165404
219,0.553651,-2.654760,-1.131447,-1.405715,-1.722793,1.763025,4.789582
220,-2.172007,-2.885975,-1.750752,-1.439154,-2.681014,0.453612,4.083349
221,1.292772,-2.515697,-0.040298,0.295615,2.357084,0.973122,4.710650
222,-2.483895,-2.003048,0.364012,1.982210,-2.150673,-1.317897,-0.565151
223,-1.229217,0.348583,1.180407,-2.634530,1.540735,1.400954,5.587110
224,-2.436959,1.306126,-0.119681,-1.462119,-0.809893,-2.352422,3.702380
225,-2.900169,2.132238,1.816519,-2.131484,-2.099689,-1.159824,4.646422
226,2.940457,-2.320591,-0.219007,1.086309,2.009343,2.340889,5.911588
227,-2.068648,1.525268,-0.074372,1.833739,-0.770102,0.316769,1.079201
228,1.622719,1.138928,0.335748,1.724217,-1.376556,1.441703,4.208022
229,0.931900,-2.760846,0.860569,-1.416088,-2.926684,-2.748503,7.817068
230,1.976320,1.954349,-1.416360,2.708367,-1.956422,-2.428093,5.865047
231,-2.258212,1.911789,-1.541690,1.009137,-1.223828,0.915887,2.023624
232,2.942461,-0.018482,0.878041,0.937616,2.606871,1.218225,6.137667
233,2.336427,-1.713139,1.012825,0.482633,1.549544,0.233946,4.259305
234,-0.964139,-1.752002,-1.354326,-1.513789,-0.270809,-1.208411,3.126223
235,0.871170,-0.496318,-0.295559,0.540195,2.561589,-2.167799,1.219424
236,-2.519191,1.460379,-1.558151,0.712336,0.342899,1.880306,2.934699
237,0.530036,0.206222,-1.761984,-2.573061,2.277565,1.598445,8.111454
238,-1.916066,-2.393451,0.391505,-1.720548,0.915779,2.029826,2.979138
239,2.856318,-1.426761,2.597282,-1.845609,-1.457770,-1.628590,9.485155
240,1.086131,-1.947234,-1.745297,-1.659421,0.945463,2.195716,6.378904
241,-1.026087,0.435233,2.515728,2.132008,-1.004402,0.523346,4.367678
242,-0.082230,-0.243115,1.396608,-0.322466,0.363382,-1.887089,3.520402
243,-0.413336,-1.842211,-1.320934,2.439203,-2.876830,1.789403,-0.444891
244,-0.669349,-1.748882,0.162303,0.316727,2.021712,0.880812,1.565940
245,1.534089,-2.379781,-2.995625,2.710680,-1.016392,0.142066,6.866989
246,-2.571604,1.340324,1.036579,2.448661,-0.371150,1.581213,0.741456
247,-2.390536,-2.632447,1.777603,-0.207924,2.203975,0.673986,3.333051
248,2.963386,-0.809155,2.775579,2.534157,-2.571004,0.810183,6.008595
249,1.051659,-2.452870,0.052711,-0.704608,0.007117,-1.827682,4.503825
250,-1.357976,-0.608489,-1.734064,-1.674237,1.163191,2.760547,4.260522
251,-0.522951,1.728578,1.445903,0.816106,0.250780,2.685687,4.263570
252,2.861857,-0.407104,1.165172,0.487322,2.921587,1.419177,6.243099
253,1.247664,-2.068315,-1.996612,0.576911,-1.024030,-1.317622,5.437153
254,0.011974,2.460330,2.754087,-0.858965,-2.887733,-0.920336,7.989442
255,2.513233,-1.093985,1.717900,-0.678856,-2.906993,2.281679,4.169925
256,0.588420,1.955420,-1.970856,-1.272494,-1.151138,-1.961594,7.716954
257,-1.222481,-1.363021,0.849409,1.550971,2.455133,-0.503802,-0.506168
258,2.258551,2.645008,2.083735,-1.886749,2.091247,-2.424664,6.847148
259,-2.310688,-0.696539,0.253297,0.455597,0.994331,1.986924,0.026029
260,2.434697,2.497743,2.827677,-2.217324,-1.771822,-1.856251,11.416082
261,2.365958,0.051886,-1.417241,1.985286,2.954400,1.317148,5.811155
262,0.205391,0.400426,-2.735258,-1.418083,1.388887,1.880888,9.267718
263,1.148750,0.641662,0.379190,2.682890,2.283252,0.564540,3.587017
264,-2.888136,-0.174527,-2.509043,1.330780,-0.627497,2.902928,1.846466
265,-0.576932,-0.050296,1.186162,2.332177,1.165028,-2.285514,0.794581
266,0.293827,-2.202070,1.722306,-0.552626,-2.476407,0.747134,4.286480
267,-1.964842,-0.705456,-0.333410,-0.779062,2.248008,0.205288,0.836567
268,-2.634264,1.808957,-0.161249,0.183493,0.624881,0.740990,1.623920
269,-1.640824,1.266710,0.757826,-0.326857,2.100686,1.081791,4.003301
270,-1.588490,-0.127145,2.601166,-0.876747,2.437904,2.423721,6.813963
271,-2.046805,-1.987270,1.376089,2.359981,-1.167109,-1.215497,0.065900
272,1.647898,-0.195682,1.508272,-0.320918,-0.606573,-1.248667,5.682233
273,2.606176,1.876481,-0.188956,-0.143487,-1.415897,2.567400,5.459281
274,0.288878,2.525568,0.143725,0.112804,-0.336833,0.616735,2.941779
275,-2.039625,0.173061,1.944325,-1.312713,-2.786804,-1.557419,5.370813
276,1.136516,0.013757,-0.879929,-1.743675,-1.211741,2.123315,5.012384
277,1.783091,1.305058,-2.946000,1.724166,1.016707,-0.639011,8.963842
278,0.279783,-1.284884,0.146037,-2.670185,1.383935,2.913142,4.746428
279,2.062449,2.875563,1.950065,0.371370,1.617834,1.995755,6.518210
280,0.918282,-1.001704,2.873642,1.594080,-0.207351,-2.347138,5.611371
281,-2.358821,2.006150,2.000218,2.201338,-0.427284,-0.665153,2.119701
282,1.314949,2.675971,2.874174,2.865886,1.839708,1.700750,6.626851
283,-1.706746,-1.030457,-0.024481,-2.927189,1.889111,-0.074726,2.115220
284,1.761029,-0.234502,2.573108,1.451400,-0.938788,-2.952379,7.152090
285,2.687110,-0.654914,-0.166797,0.521528,-2.984939,-0.118667,4.102720
286,2.600786,1.375257,0.582497,-1.428479,-1.840329,-2.881484,9.203169
287,-2.432632,0.218976,1.317929,2.473312,-2.738066,-0.152711,0.445490
288,1.073823,-1.955055,-1.208128,2.015522,0.245194,2.777468,2.665094
289,-0.080902,2.861444,1.351332,-1.438709,-0.929162,-2.078565,4.564941
290,-2.299174,-2.810298,2.324180,-1.162326,2.980631,-2.685423,3.129855
291,-0.461658,-1.623168,-1.203061,2.242293,1.194850,0.674717,0.738847
292,1.655132,1.687511,2.465566,0.156328,-1.110613,-1.718060,9.033734
293,-2.876920,1.684335,2.385473,0.471137,2.819049,1.359916,5.025006
294,1.513229,0.300445,1.906071,0.553350,-1.342384,-1.395123,6.792325
295,2.408025,-0.681088,2.864216,-2.266342,2.476808,-2.500428,8.223410
296,1.214749,-0.566415,-0.865330,-0.961031,1.317261,0.931538,4.506951
297,0.377158,-0.114744,0.005107,-2.048675,-1.021982,-1.765018,5.016421
298,0.763911,-2.150087,0.922481,2.674187,-0.615301,0.729691,1.653406
299,1.432592,0.108920,0.934326,-1.849894,-1.092217,-2.089510,6.788863
300,-1.987545,1.826237,-0.201974,0.059780,1.282748,-0.051085,2.145436
301,-2.525571,-2.929985,-2.030264,-1.421107,2.531561,-1.522998,3.685369
302,-2.458083,1.238527,-2.132488,1.775128,1.295785,-0.465709,3.066944
303,0.986020,-0.364267,-0.369185,1.749524,-0.121061,-2.499154,2.168073
304,-2.931594,0.734331,-1.017589,0.942457,1.567100,2.749350,2.439256
305,-2.081448,-0.421689,2.868761,2.456523,1.333314,2.871489,3.749567
306,2.107262,-1.060915,2.695494,-0.055519,1.842552,-0.644657,6.896909
307,0.803906,-1.943592,-0.902103,2.141058,0.034747,-1.909896,1.807425
308,2.142339,-1.832296,-1.741427,1.634422,2.532293,-2.535474,2.731061
309,2.398761,2.976778,1.823895,1.038133,2.115115,-1.725680,4.251228
310,1.082051,2.223223,1.841735,-0.053170,-0.020684,1.751441,6.046270
311,-2.309231,1.959089,1.592890,2.654084,0.357259,-0.699810,1.054434
312,0.787819,1.709395,-2.593701,-2.774653,1.871259,-1.463272,9.443711
313,1.564570,0.464240,0.090011,-2.048963,-0.835081,-0.657163,6.778186
314,1.688648,-1.923585,2.668048,-2.529032,-1.847868,-2.338606,10.092583
315,-1.735799,0.974586,-1.602211,0.580611,1.792070,1.127333,4.155833
316,-0.606239,2.174959,0.808815,-0.462986,-1.415058,-1.819270,4.181765
317,-1.420089,0.135034,0.233699,2.956253,1.665606,2.020577,0.765723
318,0.880795,-0.312732,0.601026,-0.460969,2.186742,2.807236,5.277062
319,-0.576882,-1.503847,0.533794,-1.901588,-2.030155,-1.488170,3.411753
320,-0.235670,2.942595,1.657472,-2.226179,-1.310305,-0.682918,5.059118
321,-2.295983,0.203629,2.135758,0.441376,-1.661608,-1.323932,3.821639
322,0.753141,-1.426396,2.989488,-0.893906,-0.681923,1.344100,7.198828
323,-0.584821,1.115708,2.389052,0.930682,2.245529,2.732537,7.599835
324,-2.020347,0.310885,-1.300264,2.192794,-0.699767,-2.273041,1.440257
325,-2.100347,-0.674797,-1.111271,1.635950,-1.070368,2.466979,-1.154724
326,1.220341,0.107398,-1.858455,-0.633838,-1.550487,1.086351,6.042658
327,2.938862,0.073154,2.543681,0.173929,1.363933,2.450745,9.726983
328,-1.472930,-0.517906,-0.918296,1.818880,1.859288,2.139659,0.944369
329,2.545304,2.989228,2.814827,-0.082857,-2.493798,0.626527,7.971245
330,-1.252258,-1.563650,2.399129,0.606839,-0.248697,-0.946439,3.131675
331,-1.161163,-1.366665,-0.070604,0.623883,-0.524729,1.341860,-0.025738
332,2.211016,-0.201216,-2.559097,1.618659,0.219159,-2.966918,6.606734
333,1.441927,-1.814204,1.890241,-1.822151,-1.369730,-1.484578,6.880414
334,2.649232,-2.746269,0.916759,2.463380,-2.670191,1.839832,3.433772
335,0.965495,0.802424,2.097707,-0.934128,0.195527,0.319628,7.948240
336,-2.791753,-0.459453,2.652903,-2.346282,2.548172,-0.009171,4.855560
337,-2.439570,2.130346,0.935352,2.159888,-1.147195,-0.301714,0.325496
338,1.018181,-2.155198,-0.433966,1.729641,-2.979814,-1.990834,3.816192
339,-2.709361,-2.558404,-2.383619,0.301768,-0.323394,2.915142,3.212079
340,-1.429951,0.879400,2.719559,1.091977,0.546009,0.848505,6.036446
341,-0.807887,-1.956312,1.298589,-2.035253,-1.811939,1.671583,2.994909
342,-0.337212,-0.488715,0.898466,-0.794893,0.457908,2.383214,3.098559
343,0.202251,1.161745,-0.454724,-1.722695,-0.372722,-0.142943,5.902055
344,-1.922789,1.225531,-2.726748,-2.485622,1.233077,-0.164025,8.076090
345,0.577926,0.401620,2.801282,-1.418386,-1.418885,0.942360,8.800508
346,-1.663455,1.721240,0.977565,-1.592537,-1.990707,1.866263,3.266801
347,2.686038,-1.726006,0.390641,-1.247061,0.830746,-1.065116,5.050740
