ph,temp,do_sat,turbidity,nitrate,conductivity
-1.481870,0.638629,-2.426433,-1.767319,-0.635930,0.282910
1.245100,-0.703590,1.798713,3.150437,2.228718,-3.015213
1.974574,-2.157664,2.165066,3.470000,0.956745,-1.813583
-1.385655,1.408056,-2.030375,-0.256298,-0.584336,-0.540423
1.407840,-0.568197,0.952931,0.690495,0.728821,-1.292997
1.651357,-0.623025,1.897055,1.133841,1.514369,-2.332082
1.693635,-0.955759,1.044647,0.669661,0.690397,-0.605755
1.060414,-0.722857,0.387479,2.067150,0.783989,-1.871411
1.001548,-0.795208,0.257058,1.392326,-0.065002,0.388765
-0.085568,-0.090947,-0.379901,0.361939,0.402058,-2.134668
0.795229,-1.124417,1.102315,1.537823,0.443002,-0.242590
0.963015,0.009471,1.160103,2.042091,1.091527,-1.464807
1.925615,-0.993643,2.084898,3.281999,1.491273,-2.038372
-0.418093,-0.107220,-0.971951,0.484174,-0.150184,-0.059014
-1.881109,1.262718,-2.977443,-2.129611,-0.515007,-0.295201
-2.728805,1.481214,-4.137824,-2.463137,-2.427438,2.315386
-0.049563,-0.934018,-0.004319,0.244114,1.740297,-2.186943
-1.122499,1.224444,-1.281979,-1.437967,-0.787917,0.068462
-1.445537,0.904309,-2.391707,-1.966909,-0.038544,-0.315632
0.072482,-0.511463,0.536045,1.397070,0.466481,-0.961501
0.268075,-0.140274,0.081890,0.780058,-0.307609,-0.546090
-1.913332,0.500403,-3.214740,-1.992441,-0.789512,0.477155
-0.097135,-0.120278,-1.125055,0.694400,0.115633,-0.938442
-1.686453,1.789252,-2.371247,-0.728508,-0.137643,-1.282423
0.649233,-0.189464,0.183654,2.393926,0.438773,-0.471822
-0.010753,-0.353776,-0.945858,0.293428,0.234149,-0.534110
-0.002271,0.448419,-0.249896,-1.647408,0.940269,-1.979007
2.848214,-2.445985,3.463047,3.401224,2.318452,-2.630680
0.266889,-0.573122,-0.302675,1.587259,1.197003,-1.546816
-0.161312,0.821378,0.328081,1.409928,0.139380,-1.402870
1.344587,-1.646503,1.901072,0.992294,2.004383,-2.135713
-1.174514,0.787313,-2.341844,-1.303657,-0.691886,-0.473216
-2.566354,2.231637,-3.148079,-1.402600,0.107076,-0.212027
1.971814,-1.989896,1.879421,2.731805,1.199294,-1.579394
1.848279,-1.738286,1.475991,1.823527,2.176214,-2.032792
1.243925,-1.872323,1.020996,1.149574,0.656638,-1.264476
1.120387,0.373696,1.515526,0.995095,0.429819,-0.749600
0.339725,-0.005842,0.167277,1.948176,1.111174,-2.379488
0.492449,0.056592,-0.005214,2.039050,0.620006,-1.354388
1.685727,-1.794910,1.584895,1.777789,1.610906,-1.342890
-0.779772,0.250200,-0.902138,1.044196,-0.854770,0.380018
-0.144120,0.358490,-0.236098,-0.268545,-0.481951,-0.382113
3.971862,-1.997613,4.587411,5.643774,2.906121,-4.679766
-2.340874,1.492174,-3.132791,-1.691511,-1.649161,0.866755
-0.818944,0.832632,-0.979662,0.709371,0.212162,-1.207199
0.566613,-0.463964,-0.043307,-0.367119,0.746074,-1.275812
-1.883149,1.465147,-2.583299,-1.553988,-1.466759,0.091071
0.864962,-1.057023,0.732127,2.536403,1.060603,-1.685155
-3.302374,2.938520,-4.265341,-1.234709,-0.758632,-0.093493
-1.178074,0.181553,-1.628054,-0.943974,-0.580907,0.682159
0.408149,-0.035887,0.045046,1.546516,-0.052429,-0.266693
-1.960127,0.676158,-2.953373,-0.855724,-1.385507,1.185721
2.796743,-2.731265,2.669141,1.411775,2.219135,-1.922212
0.451994,-0.816024,-0.810928,0.895223,0.400663,-0.739152
-0.740526,0.732001,-1.016300,0.914419,0.801729,-1.066922
0.842550,0.265136,0.810743,2.121292,1.434202,-2.152263
-1.966032,0.958751,-3.421812,-2.099263,-1.225194,0.609160
1.172796,-1.338640,1.632443,1.910969,1.087313,-2.166012
0.755067,-0.851306,0.434360,0.929187,0.607580,-1.377242
-1.778468,1.547367,-3.051387,-0.757353,-1.010021,-0.341929
-1.630455,1.029420,-1.534610,-0.771335,-0.134142,-0.156630
-0.920220,0.541544,-2.132550,-0.469412,-0.645105,-1.006706
0.715037,-0.394338,1.423026,2.790523,0.988245,-1.358587
-0.971218,0.182264,-1.574684,0.727338,-0.247434,0.245931
2.723609,-1.079736,2.889366,4.374982,2.941851,-3.055073
0.885380,-1.191424,0.908837,2.238598,1.564636,-1.324861
4.003392,-2.531598,4.615351,5.021403,3.377909,-3.721521
-1.866615,1.214318,-3.133665,-1.272315,-0.398983,-0.110773
-1.944256,0.800911,-2.764477,-1.748727,-1.123212,0.971184
2.018254,-1.243594,2.788530,2.656865,2.382943,-2.795567
-0.345431,0.130594,-0.424797,1.581454,0.599987,-1.470540
0.527868,-1.210197,-0.048729,0.630928,1.665749,-2.974329
1.909769,-0.968206,2.283394,3.452080,1.737245,-2.555511
-0.583050,1.038279,-0.762765,0.625091,-0.469836,-0.116606
-0.058346,0.161913,-0.092524,0.537460,1.386787,-1.633729
0.089117,-0.512015,-0.246823,-0.963717,0.718447,-1.756434
0.432390,-0.530471,0.985615,1.651950,1.494236,-2.025523
1.968137,-0.142889,2.005124,3.100193,1.795965,-2.526071
-1.575042,1.491089,-2.416103,-1.800823,-0.493482,0.747888
-0.601254,0.507610,-0.895567,0.111793,0.132018,-0.696654
1.682309,-0.631693,2.104832,3.864262,1.667672,-2.551954
-1.643137,1.859287,-2.850427,-2.789287,-0.322702,-0.762496
1.262707,-0.741851,1.010693,2.283047,1.364829,-1.823129
-1.355982,0.552850,-2.301074,-1.954871,0.190325,-1.518275
-1.090268,0.995485,-1.735100,-0.210739,-0.111090,-0.116153
1.024604,-0.664557,1.035697,-0.556153,1.283103,-2.410731
1.237138,-0.827263,0.910137,2.402048,1.211239,-2.387409
2.457996,-0.892332,2.160105,3.626854,2.399507,-2.909561
-0.410755,-0.153808,-1.064720,0.200881,0.512309,-1.998674
-0.031214,-0.268679,-0.073882,1.280068,0.860140,-2.482808
-3.162804,1.611716,-4.939245,-5.053806,-1.989303,2.363001
2.152637,-1.505018,2.537257,2.647433,2.177107,-3.374532
0.198566,-0.437067,-0.217597,0.659442,0.772722,-1.611461
1.376466,-1.147507,1.718916,1.966593,0.731519,-1.532679
1.164797,-1.087752,0.902457,2.197999,1.540287,-2.286170
-1.944883,0.706298,-2.312663,-1.652013,-0.774831,0.196983
1.665598,-1.121161,1.694720,3.149623,1.415376,-2.071591
-0.863098,-0.115820,-1.080731,-0.658810,1.238635,-1.655047
2.040408,-1.571967,2.337656,3.042435,1.924465,-2.189159
-3.365837,2.527289,-4.873772,-3.634210,-2.096338,1.782078
-1.077653,0.486091,-1.878389,-2.117507,-0.391369,-0.745527
-2.689823,1.205655,-3.395167,-1.434105,-1.267743,0.228758
-2.408881,1.813702,-2.217203,-1.196548,-0.003943,-0.217455
-1.663658,0.599190,-1.862736,-1.241155,-0.116212,0.671993
-1.490769,1.114152,-1.683609,-1.448592,0.004539,-0.307126
-1.902383,1.210275,-2.392407,-0.771865,0.137240,-0.824873
-0.056008,-0.187302,-0.688031,0.096866,-0.061490,-1.324135
0.145737,-0.437999,-0.278357,-0.704857,0.963300,-1.798939
0.641899,-1.174828,0.497354,2.277785,1.270038,-1.500138
1.654699,-0.481981,2.175062,2.457630,1.407278,-1.411127
0.418850,-0.674021,-0.738828,0.673865,0.313983,-1.048490
1.678685,-0.731010,1.865747,2.285949,1.358101,-1.065302
2.143804,-1.066836,2.294118,2.520984,1.918362,-2.214459
-0.523208,1.294720,-0.543904,-0.493815,0.526375,-0.360286
1.856464,-1.706717,2.124925,1.993120,1.438140,-2.322316
1.298431,-0.579063,1.156384,0.204648,1.629470,-2.434503
-3.098284,1.824016,-3.984414,-1.443701,-1.487394,-0.095144
-2.802922,1.366490,-4.013214,-2.316002,-1.491145,1.137431
4.035914,-3.331003,4.510005,4.792270,2.987359,-3.291050
1.512608,-1.029018,2.290477,5.095087,2.390220,-3.051785
-2.420657,1.344936,-2.825026,-2.168202,-0.903814,0.621275
-0.868832,0.520432,-2.157850,-1.188532,0.351813,-1.224350
1.823196,-0.952283,0.962540,0.167027,1.240912,-1.023044
0.189146,-0.806468,0.494501,1.875950,2.139081,-3.063460
4.571786,-3.198980,5.238946,4.759300,3.197658,-3.627175
-0.178308,-0.585179,-0.735158,1.782910,0.611880,-1.298054
2.526796,-1.490115,3.099104,4.974889,1.798652,-2.157935
0.178126,-0.658526,-0.386097,0.507701,0.112910,-0.189962
-0.878460,0.581473,-1.043561,-0.893658,0.340395,-0.760522
0.628328,-1.077404,0.539062,1.854333,1.010590,-2.167018
2.645649,-1.643895,3.054079,2.509030,2.487349,-3.166033
-2.969512,1.846052,-4.687294,-0.554178,-2.470671,0.389155
-0.060228,-0.286288,-1.694525,-1.109911,0.185200,-0.758535
-1.638932,1.628215,-2.461016,-1.206259,0.390163,-0.545212
-2.739628,1.853308,-4.006413,-3.509567,-1.359365,0.604824
0.369011,0.273621,0.161969,1.732970,1.208192,-1.443589
2.242373,-1.830246,2.405145,1.953803,2.047011,-2.459847
-4.053341,2.147650,-5.894841,-1.929398,-2.083381,1.196682
-2.189689,1.442676,-2.778477,-3.208031,-1.662625,0.353505
3.369512,-2.506604,3.795208,6.103206,2.242273,-1.778796
-0.298683,0.669140,-0.179401,1.147661,0.585137,-1.856352
0.760147,-1.233847,0.471627,0.923682,1.729351,-2.171665
2.191733,-1.526052,2.449900,4.089400,1.902074,-1.848066
-0.931343,0.608126,-1.390893,-0.739518,-0.181795,-0.602054
0.393919,-0.479344,0.167948,0.218468,0.769943,-0.815174
1.411979,-1.377705,0.806904,0.886345,0.227132,-0.451414
-0.972978,0.729718,-2.407095,-0.963309,-0.578428,0.037275
0.183416,-0.368507,0.546616,2.907281,0.422180,-0.119879
-3.071691,2.134583,-5.086358,-3.265003,-1.995054,0.959298
-2.765559,2.326298,-3.925961,-2.129202,-0.395651,0.556794
-1.051177,1.005481,-1.529042,-0.321450,0.370824,-2.189385
1.205313,-0.597517,1.194227,1.421662,1.033641,-1.364332
2.288331,-0.984541,2.552863,1.290413,2.601409,-1.919119
-3.538402,2.370664,-4.503821,-2.709929,-1.087098,1.019722
-1.064168,1.015859,-1.460935,-0.768239,-0.730507,0.461304
-0.113202,-0.529452,-0.213632,1.292539,1.193890,-2.399543
0.425270,-0.337092,0.429353,1.102535,0.626254,-0.894337
0.378902,-1.175958,0.607780,2.615366,0.956533,-1.157665
0.123478,0.137747,0.359134,2.655853,1.588479,-2.910367
0.162263,-0.827856,-0.567140,1.490741,1.617950,-2.815342
0.340124,-0.304559,0.101009,0.402243,1.236901,-2.391761
2.720543,-2.908219,2.129865,1.607238,1.768662,-2.862015
2.125447,-1.823722,2.246465,1.511226,0.919917,-2.458469
1.152466,-0.368965,0.596350,0.918327,0.457015,-1.538615
1.019607,-0.818877,1.832084,2.095375,1.631691,-2.326957
1.389463,-1.405484,1.353575,2.045463,1.542525,-1.549151
-0.771377,0.112707,-0.483116,-0.061299,0.566030,-0.675646
0.603644,-0.587374,0.053195,0.430839,0.362630,-0.668117
0.472290,-0.207224,-0.459150,0.133987,0.087449,-1.652775
1.602054,-0.669940,1.125021,1.753919,0.522669,-1.545184
0.386478,-1.037607,-0.008732,0.299112,0.530896,-1.937422
-1.391250,1.749985,-1.965167,-1.410644,-0.757916,-0.101925
2.693670,-1.666352,2.552535,3.321658,1.576472,-1.808021
1.905422,-1.017200,1.316080,1.908360,0.797803,-1.755535
-0.786775,1.168134,-2.166031,-0.686177,-0.432285,-0.566876
-1.400981,1.007300,-1.916465,-0.249629,-0.656694,0.360601
-2.187313,1.012947,-3.258303,-1.585051,-0.863819,-0.141083
-2.343411,1.633619,-2.583102,-1.462024,-0.469727,-0.775407
-0.816367,0.268380,-1.746216,-0.548584,-0.672827,-0.218486
1.126978,-0.517733,1.130058,2.019977,0.776191,-1.917388
2.106473,-0.977745,2.332760,1.947504,1.490431,-2.478570
0.590724,0.316029,0.321377,-0.124537,1.306154,-1.882187
0.092964,0.431276,-0.036152,1.095620,1.405755,-1.991530
-2.417139,1.658610,-3.463111,-1.413238,-1.357978,0.748933
0.963839,-0.806601,0.769768,1.781206,0.590587,-1.715552
1.819167,-0.275795,2.053757,2.917725,1.609509,-1.819675
-1.833826,0.652226,-2.442558,-1.222962,-0.744683,0.025645
0.565820,-0.485378,0.244487,1.217408,1.368047,-2.258434
0.467696,-0.501534,0.214729,1.267592,-0.180126,-0.175837
2.654158,-2.061273,3.158747,4.546239,3.262765,-4.322024
-1.296340,0.099264,-1.245204,-0.548420,0.063693,-0.689213
-1.667901,1.278465,-2.529159,-2.015634,-0.024891,-0.097311
-3.760732,1.615840,-4.523612,-4.827070,-1.306689,0.794284
-0.377243,-0.480378,-0.809565,0.101847,-0.339186,-0.544684
0.474911,-1.052464,-0.001966,0.189813,0.828339,-2.090726
-2.139121,1.815530,-2.999275,-2.406864,-0.706596,-0.322046
-1.165949,0.850156,-2.105789,0.286001,-0.456993,-1.055530
-0.920340,0.993471,-1.181292,-0.757469,-0.111828,-0.606964
-1.192214,-0.022974,-3.375956,-0.049514,-0.440837,-0.410535
1.185539,-0.815295,0.811390,1.294865,1.370875,-2.370817
-0.584460,-0.867657,-1.458537,-0.552044,-0.572749,-0.379261
3.077831,-1.745116,2.633220,2.575255,1.910523,-2.499093
0.726428,-0.999609,0.215846,2.259465,1.501484,-2.246697
-0.481312,-0.205502,-2.059501,-2.257428,-0.501221,-0.357565
3.609549,-2.362464,4.162229,4.980294,3.312037,-2.840582
4.756891,-2.607835,5.232650,6.718034,3.709497,-3.524186
-1.394895,0.689653,-1.212294,1.112084,-0.218400,-0.072504
1.382154,-0.830953,1.753459,1.659811,1.190795,-2.071380
-1.693422,1.052382,-1.971211,-1.738558,0.081309,-1.552014
0.933689,-1.029718,1.294197,-0.015904,2.029093,-2.419241
-0.482126,-0.764744,-1.177867,1.005067,0.171023,-1.410381
2.384790,-2.262070,2.558822,3.065968,2.110497,-1.640922
1.190519,-1.373555,1.122699,0.553883,1.880714,-2.123151
-0.962125,0.488214,-1.618918,-1.109399,-0.413448,-0.444709
0.577563,-0.690663,1.117406,1.486874,0.874820,-1.609541
2.000470,-1.198002,1.361061,2.443889,1.547511,-1.832167
0.408970,-0.260945,0.590721,2.653071,1.596643,-2.552345
0.172877,-0.607931,0.346344,1.289484,1.040970,-1.692305
-1.065745,0.940035,-1.379743,-0.378378,-0.411770,-0.948165
-0.998599,0.053174,-2.267867,-2.224906,-0.229551,-0.554839
-1.900029,0.876522,-2.928591,-1.215653,-0.474747,0.336070
-0.091981,-0.267263,0.394894,1.594190,0.686072,-0.987109
2.399786,-1.428704,2.816767,3.053231,2.333649,-2.886903
0.764310,-0.180308,0.303096,0.526060,0.018359,-0.504240
2.722902,-1.170713,2.779192,3.683849,2.126541,-2.985548
-0.637147,0.542337,-0.559317,1.081856,0.009050,-0.749284
-0.036008,-0.489470,-0.165334,0.319595,0.890231,-1.565325
-0.129672,0.288146,-0.391267,2.136471,0.574123,-0.917321
0.238500,0.184590,-0.110277,0.672407,0.386309,-0.210545
-1.220852,-0.020411,-2.393886,-0.240093,-1.024952,-0.269866
3.407024,-2.072554,4.312689,4.421553,3.537910,-4.069145
0.153042,-0.014374,0.002199,0.230451,1.118824,-2.266760
-3.270643,2.333772,-4.656525,-2.623581,-1.787922,1.111011
-0.828585,0.091354,-1.594616,0.335005,-0.407885,0.126109
0.369533,-0.286764,-0.559758,0.591839,0.400182,-1.348161
1.775420,-1.471828,2.368790,2.698022,2.138078,-1.759079
1.865155,-1.842131,2.021662,2.652789,2.507062,-3.110109
0.257927,0.433037,-0.586974,1.959168,0.226139,-1.191097
1.755261,-0.609584,1.924385,2.556456,1.586615,-1.765063
0.144299,-0.363397,0.069613,-0.881339,0.958160,-1.895431
0.798414,-1.089601,0.815341,2.536200,1.362251,-2.435901
-0.127804,-0.290938,-0.704241,-1.197602,0.045415,-1.060168
-0.149685,-0.925399,-1.054824,0.589572,-0.205012,0.239606
-0.766094,0.077697,-1.529930,1.746168,0.307431,-1.033981
-0.354818,0.325052,-1.529533,-0.169420,0.336700,-1.129189
-0.288523,-0.126319,0.098930,0.228020,0.279695,-0.643486
-0.364837,-0.501915,-0.570439,1.231088,0.512340,-2.273823
-0.090833,-0.927705,0.122648,0.972405,0.687646,-0.361742
-1.057625,0.746549,-2.646010,-1.998939,-0.930342,0.369925
-2.461901,1.188112,-2.749061,-3.552601,-0.750738,-0.113682
-0.359336,0.217538,-0.312528,-0.081775,0.917951,-2.146151
0.508736,-0.237542,0.655731,1.485383,0.691178,-1.311964
-0.616539,0.429999,-1.632689,0.121133,0.196730,-0.230691
0.220644,-0.915089,0.295121,0.625850,0.842106,-1.701439
3.203489,-1.567804,3.451728,4.418812,2.788936,-3.102451
-0.878529,0.395485,-1.052692,1.002137,0.373351,-1.322873
-2.545441,0.857353,-3.254606,-1.977017,-0.221582,0.424594
-1.345161,0.576997,-1.981912,-0.883166,-0.307571,-1.087530
1.967738,-1.961320,2.389417,3.909501,2.820183,-3.807109
-0.607169,-0.009433,-0.694938,-1.236935,-0.073255,-0.041199
0.756958,-1.186670,-0.210829,-0.379155,1.222498,-3.138156
1.625148,-1.028094,1.192803,0.530010,1.652415,-2.974978
2.104943,-2.482734,2.173497,0.232772,0.735605,-1.500528
1.400606,-0.620915,0.744569,0.059302,0.946516,-1.604085
-0.715607,-0.329646,-1.213698,-0.858321,0.779690,-1.407331
0.109998,0.064500,-0.222457,0.221782,0.057840,-0.758486
0.533854,-0.402109,-0.210682,0.639612,1.118633,-2.069941
0.294112,0.468478,-0.075545,1.213731,1.009855,-0.922402
1.607169,-1.644660,1.752693,1.351417,2.069716,-1.949300
0.847156,-1.428194,0.366199,0.678029,0.821952,-0.056583
3.315123,-2.120685,4.210216,6.526947,2.479975,-2.175580
2.824938,-2.381454,3.436771,3.956304,2.067296,-2.366500
0.570692,-0.711817,0.775260,3.483934,1.774759,-3.044067
0.233070,0.172631,0.339123,1.977544,1.065445,-1.529294
2.413223,-1.148818,2.209165,1.560938,1.702889,-2.323912
-1.657154,0.488434,-1.774326,-1.667483,-0.745064,-0.317063
0.984229,-0.225241,1.195555,0.537137,2.161362,-1.873049
-1.620573,1.857997,-2.593025,-0.514908,-0.117558,-0.117467
-1.997434,1.438916,-3.048638,-2.222608,-0.513735,0.553225
-1.135940,0.459835,-1.676123,-0.864270,0.130938,-1.357491
0.048495,-0.179761,0.030765,0.173337,0.846429,-0.951820
2.010877,-0.668765,2.040456,0.819276,2.113247,-2.671680
2.625301,-1.661826,3.310713,3.565795,3.044825,-4.189599
-1.427467,0.693764,-2.494901,-1.178429,-0.941704,0.733133
1.329868,-1.517181,1.526758,1.434402,1.055353,-1.735821
0.316489,1.586759,0.075818,-1.264555,1.008038,-2.201843
0.319185,0.046376,-0.169357,-0.057841,0.204112,-0.674634
-1.467630,0.499067,-2.602742,-1.765077,-0.770150,0.241225
-0.727371,0.100752,-0.518430,0.769933,0.025052,-0.850275
1.544822,-1.472132,1.369024,2.374963,1.233210,-2.008619
0.289714,0.409003,-0.019313,0.417233,1.363061,-2.027243
-1.664207,0.433033,-2.194321,0.386944,-0.764287,0.574019
-2.969929,2.077844,-4.328603,-1.734841,-0.793009,-0.152641
0.892110,-0.332184,1.567365,3.342373,0.565072,-1.142587
2.950823,-3.028386,3.130486,3.006062,1.600471,-2.201726
-2.242174,0.749883,-3.238992,-1.989704,-0.889398,-0.858186
0.427712,-0.873048,-0.567404,-0.177109,0.140698,-1.661001
2.468875,-1.435088,2.484874,4.107477,2.137620,-1.870011
-0.382105,0.571081,-1.100146,-1.402221,1.088867,-1.288092
-2.537501,1.442510,-3.176011,-2.697696,-1.067521,0.209972
0.879529,-0.763957,0.569794,1.275645,1.159566,-1.944709
0.064392,-0.462611,-0.018956,1.327248,0.567207,-0.903286
1.366245,-0.492814,1.363846,3.006473,1.817109,-2.692620
1.273640,-1.371977,0.996708,4.255578,1.111812,-2.181676
