x0,x1,x2,x3,x4,x5,x6,x7,label
0.595996,0.129486,0.107286,0.126716,-0.659272,-1.217442,-0.820920,-0.091324,1
-2.265362,-0.435721,-0.981944,-0.088174,-0.813444,0.062290,-0.228155,1.296077,0
-0.343245,-0.243530,0.025746,-1.817886,-1.072180,1.436238,0.516497,0.084280,1
1.081539,-0.180244,-0.249152,-0.302666,-1.775926,0.939084,-0.189178,-0.094108,1
-0.334226,-0.634965,-2.259102,0.151135,2.181017,0.988165,-0.288168,-0.924693,0
0.025687,0.370900,-0.120322,0.834053,-0.953152,1.067677,0.155127,-0.549178,0
-0.283665,0.347339,0.762299,0.072443,0.581881,2.403525,-1.638901,-2.005357,1
0.088737,-0.967758,0.113026,-1.610416,0.132920,1.310868,1.108477,-1.098000,1
-0.309547,0.885168,1.824541,-0.953108,-0.854053,1.117639,-0.359225,-1.026729,1
1.051169,-1.680040,-0.683959,0.966337,-0.628328,0.763735,-1.226662,0.775365,1
0.472104,1.620671,-0.245882,-0.352648,-0.095826,1.047564,-0.742676,-0.142130,0
1.949641,0.780275,0.724283,-0.521092,0.861045,-1.164658,-1.491956,-0.942392,1
1.417732,0.167280,-0.934066,-0.358183,0.450777,1.181553,-1.633437,1.336981,1
0.931361,-0.697615,-0.399337,0.490533,-0.286549,0.137447,-1.060107,-1.822785,1
2.428744,0.170620,0.224452,0.508802,1.335479,0.928930,-1.028407,-0.113012,1
0.069220,0.761778,-0.600387,0.381356,0.225146,1.379469,-2.608923,0.079587,0
0.339190,0.674568,-0.008590,-0.828608,0.669346,0.368728,-0.841073,-1.361131,0
0.557783,-0.867349,0.649876,1.515822,0.206078,0.228757,0.125369,1.385962,1
1.402907,0.084293,0.742422,0.044954,-0.496964,0.768176,-0.088761,-0.849961,1
-1.498026,0.992110,-0.963893,-1.110557,-0.263573,0.739451,-1.727349,0.636767,0
0.391639,-1.215896,-1.139202,-0.174459,1.933888,-0.250776,1.086058,0.943764,1
-1.587313,-0.001311,0.987062,-0.497002,1.222007,-1.077460,-1.469162,-0.438260,0
0.658787,-0.383440,0.924840,-1.541132,-0.577877,1.372448,-2.451352,0.313945,1
-0.885022,-0.739578,-0.322527,-1.465083,0.932227,0.587808,1.224676,0.168889,1
-0.939927,0.653103,-1.334464,-0.912518,2.104701,1.081943,0.449079,1.490124,0
-0.283444,0.594913,-0.806011,-0.325481,0.096978,1.505758,-0.688372,1.068559,0
0.001039,-1.751814,-1.923537,-0.687770,1.086478,0.269602,1.834200,0.193212,1
1.433149,0.263147,-0.902641,0.728931,-0.734292,-1.404001,-0.741810,-0.378615,1
0.263376,0.867814,0.624827,2.112479,-1.951505,-0.166118,2.611919,-0.297416,0
-1.246585,-0.740580,-0.956263,-0.477099,1.756290,-1.383921,-0.678489,1.444264,0
0.318870,0.352216,-0.357079,0.968007,-1.000412,0.983676,0.145938,-0.165877,0
-0.514583,0.978274,0.363170,-0.369562,0.143579,-1.029107,1.310366,1.414523,0
1.166406,0.319403,0.542698,-1.334107,-0.337405,-0.213249,-0.100666,0.666453,1
-0.408280,-0.707609,1.239831,-0.279753,-0.612148,-1.990106,-1.337825,-0.201768,1
0.300718,-1.759220,0.008206,0.353101,-0.482512,0.078535,1.432795,-0.729077,1
-1.677032,-0.360135,-0.865150,-0.031144,0.715076,0.907802,0.339011,1.420374,0
0.379176,1.044669,0.367699,0.291489,-0.491491,0.017666,-0.560165,-0.282156,0
0.087118,1.169326,-0.242248,0.635246,-1.225016,-0.274440,1.289005,0.359486,0
-1.803733,-0.017688,-0.233528,-1.174552,-1.746694,-0.940160,-1.056918,0.726288,0
0.590323,0.652758,1.093359,-2.167544,-0.263100,0.352623,-0.657225,-0.615410,1
-0.786859,0.179568,-0.045453,1.242587,0.404782,0.224762,-0.009642,-0.772736,0
0.136571,0.837096,0.484743,-1.050848,-1.496138,0.713686,0.205635,0.307089,1
-0.839230,0.762249,0.743281,-0.234273,0.595661,-0.893385,-0.062760,-1.980400,0
-0.262794,2.482181,0.731009,1.749324,0.613137,0.278003,0.263486,-0.354432,0
0.777122,-0.683238,0.100083,3.319986,0.558577,-0.417503,1.124497,0.493032,0
-0.203813,-1.055355,-0.104359,-0.382994,0.109231,0.441598,0.347162,-0.881275,1
0.577482,0.464534,-1.416533,0.379856,-0.034082,0.427587,-1.051772,-0.285405,0
-0.205658,-1.207661,0.542685,-0.272478,0.415491,-0.980178,-1.378673,-1.138234,1
-2.165511,-0.754873,0.418733,1.485329,1.211366,1.360554,1.355723,2.211079,0
0.245751,1.007757,0.712377,-2.557699,0.218123,0.116970,0.446617,-0.465443,1
-0.694011,-0.467044,0.797554,0.522248,1.559292,-1.237981,1.196973,1.988076,0
-0.879993,0.124907,-1.585449,-2.812728,-1.372152,0.049992,0.226585,-0.396759,0
0.660511,0.362871,1.942830,-1.457945,-0.911844,-0.616882,-0.676222,-0.498556,1
2.444994,-0.381172,0.664972,-1.477917,-0.733286,0.873158,1.022976,-1.676668,1
2.169208,0.436045,-0.800444,0.484418,-0.667431,-1.513930,0.194352,0.862768,1
1.116040,-1.738368,-0.996284,-0.206111,1.097204,1.362393,-0.422942,-1.271511,1
0.588639,-0.504579,0.442472,1.100476,0.641284,-1.056755,-1.291916,-1.575092,1
0.780540,1.186525,-1.091998,-0.571922,-1.003054,-0.169062,-0.919357,-0.923669,0
1.288441,0.934323,-0.001762,1.159537,-0.665396,0.447786,-1.029066,-0.833964,1
0.971088,-1.317274,-0.494748,-1.290995,-1.380094,-0.063964,-0.014970,-1.671598,1
2.173710,1.501802,-1.053282,0.325005,0.054338,-0.774539,-1.466694,-0.101484,1
-0.304100,1.140259,0.051507,-1.173683,-0.833715,-0.137077,0.900731,-1.336572,0
0.157613,1.256945,-1.621305,1.378974,-0.677529,-0.155487,-0.653433,0.291323,0
0.430545,0.464850,2.839466,-2.679772,-0.612606,-1.459380,-0.302534,-0.818508,1
-0.349773,-0.106013,-0.691881,0.895580,-1.607293,-0.619113,-0.038624,1.362392,0
-1.458971,-1.347993,0.489378,0.026731,-1.545846,1.148785,0.217866,-0.391095,0
-0.392916,0.058599,-0.422717,0.295278,0.301500,-1.175514,-1.656423,1.606808,0
-0.590315,1.743402,0.118674,-2.789316,0.250181,-0.931165,-2.348309,-0.049432,0
-1.190568,-0.262683,1.131375,0.757838,0.005968,0.033725,0.035124,-0.740492,0
-1.099515,-0.532875,0.071031,-0.901509,-0.335938,-0.072411,-1.049923,0.980388,0
1.217950,0.093795,-1.065333,-2.094045,-2.674659,1.096626,0.111063,-0.709266,1
-1.629499,-0.282640,0.853101,0.218195,-1.170044,2.991499,0.440659,-1.397586,0
0.295506,0.316359,0.653320,0.281893,-1.362937,0.303761,-0.915737,0.050808,1
-0.133085,0.606621,0.156855,-0.412545,2.637643,-0.415259,-0.442884,0.400189,0
0.432794,0.944104,-1.551197,-0.639172,1.066831,0.212882,0.230810,-1.526732,0
-1.540888,-0.921740,0.156327,0.726350,0.842303,-2.014194,-0.148235,-0.001788,0
-0.503661,-0.485542,-1.178412,-0.454197,-2.512175,1.222743,0.114866,1.419700,1
-0.927989,-1.860005,1.750305,-2.317965,-1.353923,0.687857,1.357974,-0.798064,1
-0.308515,-0.360362,0.458285,-1.000059,0.531189,0.829063,-0.187425,0.017642,1
2.281470,0.243264,-0.496437,1.038020,1.170725,-0.786544,-1.061854,1.419188,1
1.184879,1.287721,1.633368,-1.221827,-1.714967,0.978448,0.919596,0.124194,1
0.701204,-0.814909,-1.076778,-0.150698,0.387986,0.586229,-0.154383,0.570521,1
1.191118,0.447881,-0.535940,1.673796,-1.223157,0.165873,1.890341,2.449313,1
1.596606,-0.470114,-1.823214,-0.515160,-0.078001,0.096678,-1.046691,-0.548560,1
0.204965,0.050091,1.293241,0.570246,0.591504,-0.548094,0.072537,-1.965377,1
-0.418254,-1.608787,0.140194,0.549675,0.120977,1.525783,-0.685988,-0.101576,1
-0.562983,-0.328942,1.324683,-1.394455,1.656786,1.363792,0.589839,-0.354494,1
0.239771,-0.404089,1.476229,-1.136103,-0.984132,0.035900,-2.518030,1.473830,1
-0.325899,0.760065,0.175539,-1.775197,0.042019,0.421272,-1.198410,-1.020169,0
-1.064852,0.777862,-1.266654,-0.920634,-0.091783,0.114689,-0.614460,1.564583,0
1.611494,-1.282277,1.797269,0.457776,0.657216,0.775399,-1.401953,-1.286565,1
0.470346,-0.739790,2.770511,-0.462956,0.935796,-0.990948,2.161103,1.879549,1
-1.517178,0.350661,0.084882,1.553300,-2.436358,-0.341320,0.868321,-0.393158,0
-0.705197,-1.549185,0.288675,-0.296378,-1.564903,0.042112,-0.820646,0.180781,1
0.637572,1.012196,0.266144,-1.119385,-0.310533,-0.470854,0.941622,-0.809093,1
1.451095,-0.123531,0.584470,-0.545143,1.155925,-0.688292,1.576931,0.345889,1
0.717545,0.497966,-0.895772,1.341674,-1.640954,0.022626,0.719921,0.964912,0
-0.722638,-0.576357,-0.312978,-1.114797,-0.338393,-1.000118,0.393128,-0.297495,0
-0.923458,-0.855145,0.044074,-0.935560,-1.508605,-1.215902,0.124344,-1.925700,0
-0.022392,0.722261,-0.745666,-0.427672,-1.622446,-1.118857,-0.706882,0.209619,0
-0.522692,-1.272395,-0.684093,-1.361657,1.614845,-0.769328,1.414708,-1.733746,1
-1.108309,1.327464,-0.401267,2.045171,0.714102,1.298089,-1.678109,0.089092,0
-0.450691,1.523119,-0.553217,-0.088219,-0.923853,-1.784208,0.488196,-0.489903,0
0.217429,-1.129077,-0.206781,-1.009942,-0.677746,0.008688,-0.702835,0.399986,1
-1.330106,-0.580719,1.162885,-0.902567,-1.967303,1.097185,-0.309663,-1.210730,1
-1.346539,0.393614,-1.331561,-1.900751,0.455752,0.050708,0.424760,-0.731511,0
0.221866,-1.160871,-0.543988,0.011154,0.086610,0.970846,0.666855,-1.037293,1
-0.667128,0.643367,1.231757,0.465900,-0.431866,0.227928,1.161318,1.368589,0
-0.565406,-0.967439,0.062653,-0.603200,0.009764,-0.875014,0.335244,0.526868,1
1.487186,1.279701,0.238942,-0.877224,0.867968,-0.637894,-1.419786,-0.300308,1
-1.356097,1.837935,1.038726,1.297153,-0.509362,-0.211915,0.109312,-0.509724,0
-0.070851,0.321899,-0.811301,-0.154451,1.163443,0.060727,-1.860445,-1.020496,0
-0.786873,-0.550573,0.102883,-0.984244,1.468491,-0.299366,0.407195,-0.956936,0
-2.151018,0.389837,0.718360,0.911839,-0.182581,0.110361,-0.905580,-1.666377,0
0.000533,0.429710,0.397555,0.783246,0.908934,0.731964,0.696305,0.192438,1
-0.623849,-2.037095,0.154229,1.328588,0.441710,1.921054,0.692966,-1.980206,1
1.127483,-0.824645,0.011796,-0.294179,0.081991,1.761093,1.339572,-1.209632,1
0.592030,-0.531249,1.456577,1.784344,-0.163386,1.234707,1.348134,1.053722,1
1.432278,0.213189,0.708428,0.315821,0.442515,0.351610,-1.745295,0.164793,1
1.397150,-0.977407,-0.198852,-2.696496,0.581477,0.309419,1.084423,1.707672,1
-0.646856,-0.518458,0.710288,-0.321191,0.801690,-1.511764,-0.137533,-0.949086,0
-1.422932,0.238096,-1.014974,-0.517189,-0.446233,-2.804751,0.691615,0.329106,0
0.197600,-0.329395,1.383728,0.321090,-1.058693,0.395953,1.157183,-0.097102,1
-0.046877,0.473374,0.777147,0.472958,-0.320682,0.679603,-0.192610,-0.247399,1
1.232853,-0.301838,-0.805415,0.552170,-0.910275,1.151730,0.106223,1.033518,1
0.021292,-1.003897,-2.823011,-0.918448,1.129519,-0.489647,0.869146,1.073225,0
-1.677305,-0.441382,-0.157171,1.424600,1.559621,-0.749931,0.641132,0.316066,0
-1.125424,1.081106,1.682251,-1.072935,0.634126,-0.714797,1.044031,1.078842,0
-0.373076,-0.206532,1.587031,-0.223292,1.042382,-1.778636,-1.515183,1.029008,1
0.200615,-0.352095,-1.164661,0.149458,-1.414683,-0.245973,0.577745,-0.373966,0
-1.681076,-1.785078,-0.571518,-2.368686,0.669037,-0.837980,-0.759888,-0.495019,0
-0.907907,1.202646,-0.799711,-1.354561,0.934807,-0.840458,1.366791,0.598321,0
-0.558632,-0.020245,-1.145736,-1.248755,1.006238,-0.466957,-0.279094,-0.587792,0
0.028060,-0.384745,-0.027041,-0.023513,1.265460,-0.540580,-0.152112,0.081896,1
-0.973312,0.455058,-0.149441,-0.608433,-0.811005,-0.124438,0.179690,0.379955,0
0.682202,-0.345554,1.305008,0.090085,1.069742,-0.332921,1.105625,0.057672,1
-0.718804,-0.403082,0.231207,-1.629365,0.226090,-1.955741,0.189181,-0.820274,0
-1.217573,-0.565768,1.266925,1.683494,-0.354042,1.431496,0.315043,1.731278,0
0.115908,0.745513,-0.986004,1.273279,0.899082,1.223236,1.652791,-0.253052,0
0.516633,-1.780052,-0.811600,-1.150771,0.887222,0.661969,0.486792,0.269507,1
2.132110,0.976611,-0.412362,1.845623,1.839998,0.995176,-2.120023,-0.795748,1
0.586364,-0.209954,-1.506530,0.248710,-0.618232,0.394405,0.403294,1.610486,1
-0.767530,1.209522,-0.826093,1.181710,0.632626,0.552124,0.267049,-0.565389,0
0.514730,0.662653,1.334634,0.485057,0.574558,-0.996653,-1.663224,0.242221,1
2.421787,-0.086235,-0.871273,-2.605174,0.620818,-0.968899,-0.617741,0.290536,1
0.674100,1.924978,1.270591,0.729018,-0.006434,-1.196932,-0.251060,0.975435,0
-2.261290,-0.077007,1.550035,0.929415,-0.271574,-0.341058,0.642959,-0.239718,0
0.561724,1.736839,-0.266312,-0.586657,1.082894,0.361047,-0.808316,-2.010951,0
1.786385,1.935385,-0.114542,0.541886,0.264033,0.524524,1.767441,0.549409,1
-0.034752,0.424129,0.261736,0.824020,-0.153756,-0.549893,2.004952,0.862912,0
0.973837,2.337927,0.138067,-0.087591,0.491798,-0.904189,-0.843765,-0.952940,0
0.713502,-1.503416,0.141607,-0.051580,1.594868,-0.304124,1.021225,0.919301,1
0.831057,1.570964,-1.714793,0.522406,-0.273407,-0.277293,1.421862,-0.484281,0
-0.591872,1.324556,-1.909903,1.445589,-0.985152,1.978071,-0.681440,0.685149,0
0.417899,0.216952,0.649987,0.102034,1.242280,0.758833,-1.676007,-2.599576,1
2.439532,-2.230801,0.167576,-0.526938,-0.568871,-0.834692,2.224808,1.066465,1
-1.040347,0.778718,0.281674,2.106535,0.168887,-1.672427,1.834801,1.931330,0
2.011490,0.858583,-1.901507,-1.094619,-0.324188,0.149368,-0.471259,0.530614,1
-1.231357,-0.673077,-0.920368,-0.315820,-1.764258,1.949483,-1.196921,-0.818973,0
0.338928,-0.967296,0.863355,0.832190,0.939339,-0.910700,-1.007283,-0.523844,1
-0.644044,-0.154838,0.122819,-0.171332,-0.628232,1.067553,1.169261,0.776553,1
0.515216,0.383226,1.611170,-0.655029,-1.354542,-0.257828,-0.111087,-0.402859,1
-0.345731,-0.316893,0.247867,-0.784795,-1.108995,-0.146593,0.463538,-0.235043,1
-1.354399,-0.074355,-0.613981,0.452927,-0.508644,-0.060045,0.935617,0.130611,0
-0.086019,-0.272230,-0.824645,0.573768,-1.424641,-0.651581,-1.028760,0.497683,0
2.336464,-1.273821,0.715215,-0.029455,2.115399,-2.522686,-0.880909,0.639470,1
0.075513,0.504381,-1.786712,-0.245085,-0.605268,2.259186,0.467833,0.505204,0
-0.190673,1.610936,0.215800,0.472641,-0.900174,1.089109,1.038114,-1.051807,0
-0.770323,0.424744,-0.160621,-0.915164,0.189529,0.740616,0.010653,-0.442659,0
0.427998,-0.197291,-0.293323,0.459518,1.465432,1.409914,0.263101,-0.236862,1
0.100899,0.354331,0.760031,-0.141617,0.027410,0.397036,-0.965467,0.020195,1
0.340929,0.849179,0.330428,-0.557912,-1.225428,-0.815163,-1.415927,-1.189844,0
-0.810132,-0.620505,0.498508,-0.311713,-0.243585,0.094686,-0.892741,-1.383052,0
-0.741465,-1.146474,1.467901,1.465877,-0.122464,0.335945,1.493316,1.452004,1
1.062334,0.770673,1.196537,-1.097198,-2.083904,-0.830099,0.456473,-0.939335,1
-0.459816,-0.018417,-0.081408,-1.114936,-0.235698,0.904471,0.603900,-0.019632,1
-0.211495,1.458370,1.669856,-1.019639,-0.641807,-0.526663,0.588537,-0.032302,0
-0.348694,1.631832,0.454340,-0.859089,-0.001211,-0.140017,1.494537,-1.933084,0
-0.066303,0.171939,1.210460,-0.010045,0.758192,0.783107,-1.748485,-0.606022,1
-0.671799,0.047987,-1.359380,0.338341,-0.394143,0.149369,-2.351458,0.249004,0
0.202545,-1.505193,-0.329468,0.442091,1.983033,-0.748562,-0.053932,-0.952921,1
0.424531,-1.521976,-0.753586,-0.018293,-0.139123,-0.519547,-0.535652,-0.828696,1
0.761769,-0.146115,-1.511685,0.326813,0.391157,1.188456,1.652150,-0.076249,1
1.318998,0.228660,0.553346,-0.507995,-0.065263,-0.396332,-2.074291,-0.349836,1
-1.589684,0.232594,-2.497995,0.093850,-1.782296,-0.964496,-0.330601,0.308771,0
-1.108917,-0.178999,0.944560,-0.178950,0.451709,-0.114908,1.109562,0.746033,0
1.179863,-0.141234,-0.274091,-2.991350,-1.211462,-1.144332,0.839490,-0.531822,1
-1.131515,-0.352462,-0.819539,-1.212182,-1.355081,0.869573,1.406501,-0.215845,0
0.207626,0.777548,-0.529639,0.218418,-1.383362,-2.111845,-0.903361,0.988929,0
-0.233862,-1.402433,0.304019,1.108295,-1.029264,0.503946,2.084301,-0.444313,1
0.046493,-0.806943,-1.526129,-1.449658,0.881399,0.414904,-0.273376,1.936025,1
-0.404977,0.089455,0.743496,-0.684758,-1.046941,-0.561277,-1.132962,0.097940,0
0.185947,-0.643485,-2.176877,-0.627324,-1.401556,-0.526725,0.240927,1.448375,0
1.301100,-1.403791,0.096811,-0.623694,0.156509,1.748367,0.657936,0.405749,1
-0.449878,-0.684550,-0.293689,0.625872,1.599198,0.622108,-0.143433,-0.031523,0
0.795227,1.758397,2.079224,-0.906223,-1.394743,0.977066,0.899300,1.116522,1
1.770593,-0.147130,0.879921,-1.034430,1.313458,-0.083978,-0.116125,-1.103465,1
1.436259,0.983139,0.679330,-1.340911,-0.751928,1.096963,-0.136155,0.189814,1
0.345819,-0.430584,1.098371,-2.029806,1.642462,1.581774,0.465308,0.770207,1
-0.127176,1.856693,-0.602031,-0.970949,0.427060,-0.528104,-0.332342,1.651991,0
-2.054091,0.688983,-1.095142,0.158096,0.470464,0.304834,-1.586656,0.037370,0
0.577117,1.957233,0.308534,-1.240223,-0.830077,-0.966939,1.282324,0.808709,0
-1.675728,-0.580472,1.348864,-0.911640,0.534068,-0.346839,0.215899,-0.502572,0
-1.415760,-1.007497,0.426101,1.412748,-0.209952,0.428482,0.525922,-1.122965,0
-1.025760,0.643729,0.447930,-0.829191,-1.898614,-0.691055,-0.649869,0.393395,0
-0.461682,-0.164056,0.859455,0.439905,-0.514982,1.033024,0.441498,1.677075,1
-0.687619,0.119253,-0.451905,-1.192006,-1.071862,0.128518,0.585146,-0.493106,0
-0.209790,1.250591,-0.155539,-0.469285,0.891292,-0.524595,0.557851,-0.468762,0
0.026422,-0.292468,-0.560833,0.109731,1.789594,0.681916,-0.034985,1.294293,1
-1.850687,0.137003,-0.758466,-1.194445,-0.563632,-0.169651,-1.085513,0.107912,0
-1.633836,0.506222,0.513618,2.021421,0.643732,-0.396262,-0.566666,0.411364,0
0.411519,-1.415781,-1.738073,0.718662,0.379222,-1.193108,1.358586,0.231329,1
-0.385732,-0.260400,0.508130,-0.165113,-0.219282,0.847756,-1.029880,0.254975,1
0.261789,1.156561,0.394721,0.866865,0.980953,1.232180,-0.709918,-0.202511,0
-0.099170,1.999542,1.169368,0.565681,0.654063,0.127687,1.417193,-0.067289,0
0.840280,0.445810,-0.778472,1.264760,0.707268,0.146033,-0.848799,0.809826,0
-0.537642,-1.095792,1.271564,0.028169,0.382718,0.812352,1.461373,-0.998048,1
-1.630061,1.138243,-0.305681,0.279482,0.868456,1.551993,-0.680987,-0.437782,0
-2.005179,0.343111,0.026820,0.096591,1.826847,-1.069054,-1.560955,-0.975474,0
0.676219,-1.526482,-1.072185,0.454614,-1.147844,-0.746084,-1.151578,0.546885,1
-0.794419,0.704632,-0.661158,0.191789,-0.904235,0.721477,-2.577857,2.080309,0
0.287177,-1.297664,-0.859961,-0.156588,0.061532,-0.763074,1.161083,-0.176740,1
-0.764379,0.008621,0.930868,-1.455239,-0.845156,1.142950,0.373484,0.089398,1
1.982526,1.654593,-1.215563,-1.423905,0.462402,0.978429,-0.222495,0.487011,1
-0.670129,0.843888,-1.220636,0.284157,0.667871,-0.177187,0.051469,0.086764,0
0.952139,-0.718000,1.249637,-1.573041,1.304952,0.383676,0.906191,1.238745,1
0.484217,1.380060,0.705598,0.108818,1.076322,1.425032,-1.722382,0.265044,1
-2.059869,0.134593,0.094445,0.002389,1.260962,1.203830,0.902342,-2.675572,0
1.530138,-0.573014,-2.701323,0.226134,-0.160862,-0.314092,1.550299,-0.215998,1
-0.877143,1.010754,-0.953393,1.080501,-0.939291,0.765687,2.004681,1.054195,0
-0.636568,-1.586795,-0.389626,-1.534749,1.507063,1.097617,-2.181767,-0.372597,1
0.572194,1.026357,-1.120446,0.110766,-1.091459,-0.307731,0.862003,-1.976337,0
0.056726,0.894495,-1.644442,-0.809802,1.599092,0.058244,1.004591,0.691331,0
1.413149,1.046562,0.121121,-0.604706,0.798836,-0.902231,-0.583267,-0.387020,1
-0.262556,-1.109049,-0.045097,0.850835,-1.647983,-2.067989,-0.586714,0.099562,0
0.460287,0.329902,-0.060989,2.077097,0.746418,0.143625,0.698857,0.357001,0
-0.137034,0.350404,-0.339197,-0.373270,1.354299,-1.666176,-0.529478,-0.646684,0
0.650331,-1.071570,0.256046,0.371203,0.708266,0.900274,0.098719,-0.565871,1
0.034250,-1.541787,1.087391,-0.909075,-0.235803,-0.383627,1.975319,-0.539277,1
-0.197838,1.339889,0.399783,-0.622649,0.994429,-0.210150,0.801882,1.318626,0
-0.678777,-1.037714,-0.567483,0.604061,2.005931,0.627055,0.763756,-0.361678,0
0.091494,0.339536,-1.767757,-0.341871,-0.432492,0.114271,1.061330,0.225275,0
0.915528,0.640014,0.612418,-0.336986,-0.083992,0.134326,-0.293709,0.400343,1
-0.757028,0.902150,0.049531,-1.268935,1.216502,1.424531,1.234457,-0.669411,0
-0.795069,-0.144945,-0.609028,0.798965,-0.604666,-0.308785,0.463026,-0.070535,0
-0.951963,0.317826,-0.437465,0.356842,0.266187,0.207324,-0.862847,-0.549246,0
0.315425,-1.227768,1.446884,0.174696,0.219732,-0.945372,-0.398255,-0.491216,1
-1.599431,-1.078701,1.215773,-1.024384,0.099123,0.890489,-0.461414,0.274703,1
-0.245453,-0.414760,0.961353,-0.355992,-2.034886,-1.117216,-0.252655,0.669551,1
-0.760154,1.175891,-1.803506,-0.671369,-0.079894,-0.444566,-0.731974,0.665783,0
-1.272380,-0.715920,-0.381217,-1.724809,-0.154456,0.078214,0.159040,0.962381,0
-0.687708,0.711222,0.131268,-0.609732,-1.145219,0.889659,-1.837300,0.614629,0
-0.014802,0.929662,-0.904395,-1.697193,0.149938,0.412700,0.625263,-0.050513,0
-0.328867,-0.366976,0.319405,-1.253025,-0.165677,0.147916,1.436077,-0.422898,1
-1.071365,1.493847,0.179817,0.796780,-0.814631,-1.612396,-0.467896,0.329619,0
0.556485,0.758849,-0.855059,-0.078052,-1.776638,-1.259088,-0.639296,-0.282920,0
0.969975,0.387985,1.075949,-1.897817,0.012901,-1.344768,0.646247,-0.574419,1
0.027760,0.528826,-0.137062,-1.229403,-0.946742,-1.237982,-0.984419,-0.744697,0
0.416936,-2.231868,2.265375,-0.328560,-0.096570,-0.795769,-0.585544,-0.517123,1
-0.947783,0.962239,-0.390365,-0.137163,-0.603192,2.750167,-0.671490,0.418875,0
1.063055,-1.121868,-0.889510,-1.122008,0.313527,0.453100,0.941253,-0.910744,1
0.051147,-0.466735,0.423133,-2.683978,1.807081,-0.669884,0.780582,-0.928725,1
0.248261,-0.568197,-0.541768,1.448502,1.713680,-1.019422,-0.351511,-1.391351,0
1.253159,0.849395,0.675987,-1.149072,0.164637,-0.390943,-0.495857,0.016312,1
0.757292,1.133489,0.436759,1.186725,0.200310,-0.065325,0.466950,0.174924,0
0.131157,1.460420,1.036051,0.216872,-0.142936,0.606050,0.818071,-0.155469,0
-0.799552,-1.797661,1.799875,0.150505,-0.045229,0.986178,1.729245,-0.868772,1
1.621816,1.323811,1.135818,-0.252751,-0.008795,0.609552,0.320623,0.102623,1
0.950861,0.629315,-0.601166,-1.407695,-0.032939,0.011511,-1.044020,-0.875536,1
-1.293201,-0.191242,-1.633750,0.852425,-0.245551,0.179865,2.074142,0.176582,0
-1.419880,1.109914,-0.057318,-1.360410,-1.301873,-0.166086,-0.379161,1.387251,0
-0.771478,0.489633,0.389254,-0.899045,0.418088,-0.158771,-0.162337,0.009729,0
