x y
2.53042 0.96242
2.54333 0.97105
2.55625 0.97895
2.56917 1.00744
2.58208 1.03178
2.595 1.04799
2.60792 1.06477
2.62083 1.09989
2.63375 1.12260
2.64667 1.13399
2.65958 1.16388
2.6725 1.18686
2.68542 1.21582
2.69833 1.24767
2.71125 1.27292
2.72417 1.29886
2.73708 1.32608
2.75 1.35820
2.76292 1.39743
2.77583 1.44054
2.78875 1.47294
2.80167 1.51059
2.81458 1.55257
2.8275 1.59366
2.84042 1.64083
2.85333 1.67661
2.86625 1.71899
2.87917 1.77748
2.89208 1.82399
2.905 1.89303
2.91792 1.93639
2.93083 1.99126
2.94375 2.04029
2.95667 2.10909
2.96958 2.16247
2.9825 2.23245
2.99542 2.29068
3.00833 2.34095
3.02125 2.40773
3.03417 2.44786
3.04708 2.51786
3.06 2.58536
3.07292 2.63633
3.08583 2.68351
3.09875 2.72973
3.11167 2.76484
3.12458 2.80406
3.1375 2.84732
3.15042 2.88471
3.16333 2.88325
3.17625 2.91582
3.18917 2.92481
3.20208 2.92931
3.215 2.91399
3.22792 2.90490
3.24083 2.89068
3.25375 2.86030
3.26667 2.82926
3.27958 2.79606
3.2925 2.76071
3.30542 2.71877
3.31833 2.66795
3.33125 2.61690
3.34417 2.55801
3.35708 2.50138
3.37 2.45446
3.38292 2.38839
3.39583 2.32860
3.40875 2.27490
3.42167 2.21709
3.43458 2.15817
3.4475 2.09461
3.46042 2.03453
3.47333 1.98042
3.48625 1.92496
3.49917 1.87895
3.51208 1.82055
3.525 1.77250
3.53792 1.72005
3.55083 1.68168
3.56375 1.61608
3.57667 1.58731
3.58958 1.54787
3.6025 1.49634
3.61542 1.47777
3.62833 1.42712
3.64125 1.39172
3.65417 1.35237
3.66708 1.33169
3.68 1.29672
3.69292 1.26210
3.70583 1.23856
3.71875 1.21409
3.73167 1.19119
3.74458 1.16025
3.7575 1.12928
3.77042 1.10886
3.78333 1.07651
3.79625 1.06494
3.80917 1.05367
3.82208 1.03280
3.835 1.01092
3.84792 0.99185
3.86083 0.98646
3.87375 0.96240
3.88667 0.95058
3.89958 0.93254
3.9125 0.91180
3.92542 0.91137
3.93833 0.88138
3.95125 0.86891
3.96417 0.86130
3.97708 0.84775
3.99 0.83749
4.00292 0.82638
4.01583 0.82545
4.02875 0.80980
4.04167 0.80190
4.05458 0.78093
4.0675 0.77640
4.08042 0.77933
4.09333 0.75726
4.10625 0.76350
4.11917 0.74249
4.13208 0.74298
4.145 0.72889
4.15792 0.72817
4.17083 0.71486
4.18375 0.71221
4.19667 0.71750
4.20958 0.69915
4.2225 0.70775
4.23542 0.68710
4.24833 0.67731
4.26125 0.67951
4.27417 0.67147
4.28708 0.67949
4.3 0.66930
4.31292 0.66657
4.32583 0.65876
4.33875 0.66542
4.35167 0.65113
4.36458 0.64545
4.3775 0.63330
4.39042 0.62897
4.40333 0.63179
4.41625 0.63304
4.42917 0.63024
4.44208 0.61446
4.455 0.62000
4.46792 0.61476
4.48083 0.60377
4.49375 0.61052
4.50667 0.59089
4.51958 0.60323
4.5325 0.61371
4.54542 0.59007
4.55833 0.59368
4.57125 0.57966
4.58417 0.58402
4.59708 0.59069
4.61 0.57756
4.62292 0.58134
4.63583 0.57721
4.64875 0.57492
4.66167 0.57625
4.67458 0.57598
4.6875 0.57849
4.70042 0.57418
4.71333 0.56393
4.72625 0.57399
4.73917 0.57123
4.75208 0.55266
4.765 0.56434
4.77792 0.56367
4.79083 0.56294
4.80375 0.55888
4.81667 0.54632
4.82958 0.55104
4.8425 0.53880
4.85542 0.54890
4.86833 0.56068
4.88125 0.55129
4.89417 0.55095
4.90708 0.54161
4.92 0.53740
4.93292 0.53590
4.94583 0.54193
4.95875 0.53526
4.97167 0.53518
4.98458 0.54482
4.9975 0.52709
5.01042 0.52807
5.02333 0.53193
5.03625 0.53346
5.04917 0.53237
5.06208 0.52388
5.075 0.53257
5.08792 0.52980
5.10083 0.53190
5.11375 0.52249
5.12667 0.52969
5.13958 0.52881
5.1525 0.52281
5.16542 0.52476
5.17833 0.52206
5.19125 0.53289
5.20417 0.50540
5.21708 0.51482
5.23 0.51268
5.24292 0.52007
5.25583 0.51771
5.26875 0.51878
5.28167 0.52505
5.29458 0.51044
5.3075 0.51468
5.32042 0.51795
5.33333 0.51163
5.34625 0.52063
5.35917 0.51998
5.37208 0.51334
5.385 0.50660
5.39792 0.52646
5.41083 0.51934
5.42375 0.51872
5.43667 0.51629
5.44958 0.51551
5.4625 0.52025
5.47542 0.51490
5.48833 0.51095
5.50125 0.51874
5.51417 0.51461
5.52708 0.50940
5.54 0.50839
5.55292 0.52063
5.56583 0.51725
5.57875 0.52515
5.59167 0.50999
5.60458 0.50855
5.6175 0.51531
5.63042 0.52106
5.64333 0.51626
5.65625 0.51519
5.66917 0.52384
5.68208 0.50800
5.695 0.50492
5.70792 0.50791
5.72083 0.51045
5.73375 0.51458
5.74667 0.51847
5.75958 0.51479
5.7725 0.52152
5.78542 0.50745
5.79833 0.52389
5.81125 0.50765
5.82417 0.51962
5.83708 0.50705
5.85 0.51483
5.86292 0.51318
5.87583 0.51610
5.88875 0.51764
5.90167 0.51199
5.91458 0.51302
5.9275 0.51502
5.94042 0.50594
5.95333 0.50957
5.96625 0.50441
5.97917 0.51440
5.99208 0.52792
6.005 0.51927
6.01792 0.50988
6.03083 0.51109
6.04375 0.52146
6.05667 0.51304
6.06958 0.50653
6.0825 0.51035
6.09542 0.51048
6.10833 0.51101
6.12125 0.52154
6.13417 0.51826
6.14708 0.50927
6.16 0.51535
6.17292 0.51215
6.18583 0.51213
6.19875 0.51076
6.21167 0.53071
6.22458 0.51883
6.2375 0.52458
6.25042 0.52681
6.26333 0.51977
6.27625 0.52578
6.28917 0.52632
6.30208 0.52493
6.315 0.53715
6.32792 0.52639
6.34083 0.52388
6.35375 0.52970
6.36667 0.53708
6.37958 0.53298
6.3925 0.52477
6.40542 0.52312
6.41833 0.52333
6.43125 0.52561
6.44417 0.53258
6.45708 0.53603
6.47 0.51804
6.48292 0.53228
6.49583 0.52650
6.50875 0.53798
6.52167 0.54015
6.53458 0.53078
6.5475 0.53356
6.56042 0.53137
6.57333 0.54027
6.58625 0.52912
6.59917 0.53290
6.61208 0.53644
6.625 0.54882
6.63792 0.55681
6.65083 0.54346
6.66375 0.53692
6.67667 0.54574
6.68958 0.54109
6.7025 0.55009
6.71542 0.54170
6.72833 0.54723
6.74125 0.55046
6.75417 0.55477
6.76708 0.55233
6.78 0.56154
6.79292 0.55587
6.80583 0.54544
6.81875 0.56309
6.83167 0.55705
6.84458 0.55605
6.8575 0.57041
6.87042 0.55673
6.88333 0.56447
6.89625 0.56113
6.90917 0.57493
6.92208 0.56606
6.935 0.57111
6.94792 0.56283
6.96083 0.58130
6.97375 0.56782
6.98667 0.58127
6.99958 0.58409
7.0125 0.58644
7.02542 0.59159
7.03833 0.57538
7.05125 0.58655
7.06417 0.58673
7.07708 0.59022
7.09 0.59612
7.10292 0.59206
7.11583 0.58840
7.12875 0.59467
7.14167 0.60647
7.15458 0.59218
7.1675 0.60179
7.18042 0.59752
7.19333 0.61221
7.20625 0.59785
7.21917 0.60792
7.23208 0.61150
7.245 0.61526
7.25792 0.63109
7.27083 0.62867
7.28375 0.61562
7.29667 0.63726
7.30958 0.61971
7.3225 0.61825
7.33542 0.62315
7.34833 0.63609
7.36125 0.64085
7.37417 0.62721
7.38708 0.64598
7.4 0.64471
7.41292 0.65356
7.42583 0.65009
7.43875 0.66094
7.45167 0.66213
7.46458 0.65497
7.4775 0.67402
7.49042 0.67003
7.50333 0.67662
7.51625 0.68336
7.52917 0.67357
7.54208 0.68262
7.555 0.68198
7.56792 0.68512
7.58083 0.69632
7.59375 0.70080
7.60667 0.71087
7.61958 0.71540
7.6325 0.71126
7.64542 0.71076
7.65833 0.73948
7.67125 0.73775
7.68417 0.72891
7.69708 0.72875
7.71 0.73669
7.72292 0.74592
7.73583 0.75613
7.74875 0.76039
7.76167 0.76252
7.77458 0.76389
7.7875 0.77196
7.80042 0.77479
7.81333 0.78291
7.82625 0.78782
7.83917 0.79768
7.85208 0.78946
7.865 0.80505
7.87792 0.81188
7.89083 0.81350
7.90375 0.82604
7.91667 0.82771
7.92958 0.83714
7.9425 0.84665
7.95542 0.85429
7.96833 0.85995
7.98125 0.87777
7.99417 0.88027
8.00708 0.88909
8.02 0.89683
8.03292 0.89987
8.04583 0.90720
8.05875 0.92636
8.07167 0.92820
8.08458 0.92888
8.0975 0.93570
8.11042 0.95981
8.12333 0.96383
8.13625 0.97782
8.14917 0.98512
8.16208 0.99634
8.175 1.00833
8.18792 1.01266
8.20083 1.03103
8.21375 1.04825
8.22667 1.05791
8.23958 1.05491
8.2525 1.06910
8.26542 1.08117
8.27833 1.09988
8.29125 1.11891
8.30417 1.12831
8.31708 1.12864
8.33 1.15246
8.34292 1.17012
8.35583 1.17589
8.36875 1.20348
8.38167 1.20178
8.39458 1.22649
8.4075 1.24747
8.42042 1.23972
8.43333 1.25957
8.44625 1.27918
8.45917 1.30929
8.47208 1.29365
8.485 1.32216
8.49792 1.33489
8.51083 1.34505
8.52375 1.35696
8.53667 1.37314
8.54958 1.38873
8.5625 1.39708
8.57542 1.42818
8.58833 1.42593
8.60125 1.44369
8.61417 1.45573
8.62708 1.47041
8.64 1.48634
8.65292 1.49382
8.66583 1.50916
8.67875 1.53274
8.69167 1.54013
8.70458 1.54299
8.7175 1.56059
8.73042 1.56043
8.74333 1.57573
8.75625 1.57453
8.76917 1.58434
8.78208 1.59345
8.795 1.61283
8.80792 1.61284
8.82083 1.62005
8.83375 1.62223
8.84667 1.62730
8.85958 1.63061
8.8725 1.63488
8.88542 1.63264
8.89833 1.62675
8.91125 1.62725
8.92417 1.63823
8.93708 1.63754
8.95 1.62976
8.96292 1.61307
8.97583 1.62815
8.98875 1.61564
9.00167 1.60751
9.01458 1.60162
9.0275 1.59212
9.04042 1.59709
9.05333 1.58818
9.06625 1.56263
9.07917 1.55825
9.09208 1.55103
9.105 1.54618
9.11792 1.51279
9.13083 1.52135
9.14375 1.51378
9.15667 1.48940
9.16958 1.47840
9.1825 1.47317
9.19542 1.45465
9.20833 1.43087
9.22125 1.41816
9.23417 1.40512
9.24708 1.38880
9.26 1.38316
9.27292 1.36588
9.28583 1.35500
9.29875 1.34471
9.31167 1.33691
9.32458 1.31320
9.3375 1.28646
9.35042 1.29183
9.36333 1.26863
9.37625 1.26231
9.38917 1.23868
9.40208 1.22939
9.415 1.21307
9.42792 1.20018
9.44083 1.19462
9.45375 1.16978
9.46667 1.16163
9.47958 1.14908
9.4925 1.13271
9.50542 1.10930
9.51833 1.11229
9.53125 1.08100
9.54417 1.07709
9.55708 1.07163
9.57 1.06544
9.58292 1.05671
9.59583 1.04538
9.60875 1.03308
9.62167 1.01660
9.63458 1.01558
9.6475 0.99637
9.66042 0.99462
9.67333 0.96454
9.68625 0.96255
9.69917 0.95532
9.71208 0.94947
9.725 0.92599
9.73792 0.93634
9.75083 0.92868
9.76375 0.91891
9.77667 0.90271
9.78958 0.90638
9.8025 0.88634
9.81542 0.88726
9.82833 0.87379
9.84125 0.86654
9.85417 0.85840
9.86708 0.85204
9.88 0.85184
9.89292 0.84696
9.90583 0.84019
9.91875 0.83052
9.93167 0.82267
9.94458 0.81511
9.9575 0.81685
9.97042 0.79764
9.98333 0.79064
9.99625 0.78901
10.0092 0.77311
10.0221 0.77624
10.035 0.77197
10.0479 0.76092
10.0608 0.75852
10.0738 0.76117
10.0867 0.75073
10.0996 0.74779
10.1125 0.74888
10.1254 0.73442
10.1383 0.72677
10.1513 0.72903
10.1642 0.72756
10.1771 0.70996
10.19 0.72071
10.2029 0.71089
10.2158 0.70640
10.2288 0.69990
10.2417 0.70023
10.2546 0.70348
10.2675 0.69730
10.2804 0.69551
10.2933 0.68504
10.3062 0.69347
10.3192 0.68831
10.3321 0.67734
10.345 0.65856
10.3579 0.67165
10.3708 0.68484
10.3837 0.66505
10.3967 0.65639
10.4096 0.66997
10.4225 0.65330
10.4354 0.65729
10.4483 0.65631
10.4612 0.64031
10.4742 0.64741
10.4871 0.65137
10.5 0.63984
10.5129 0.64339
10.5258 0.63704
10.5388 0.64111
10.5517 0.64386
10.5646 0.62400
10.5775 0.62678
10.5904 0.62882
10.6033 0.62065
10.6163 0.61751
10.6292 0.61847
10.6421 0.61706
10.655 0.61291
10.6679 0.61702
10.6808 0.61814
10.6938 0.61605
10.7067 0.61398
10.7196 0.61542
10.7325 0.59845
10.7454 0.60439
10.7583 0.60469
10.7712 0.60521
10.7842 0.59089
10.7971 0.61044
10.81 0.59241
10.8229 0.59797
10.8358 0.59948
10.8487 0.60027
10.8617 0.58836
10.8746 0.58798
10.8875 0.59224
10.9004 0.59236
10.9133 0.59315
10.9262 0.58621
10.9392 0.58128
10.9521 0.57636
10.965 0.59380
10.9779 0.57406
10.9908 0.58552
11.0038 0.58202
11.0167 0.58398
11.0296 0.58422
11.0425 0.58570
11.0554 0.57638
11.0683 0.57826
11.0813 0.56333
11.0942 0.57453
11.1071 0.56803
11.12 0.57180
11.1329 0.57942
11.1458 0.57192
11.1588 0.57714
11.1717 0.56872
11.1846 0.57168
11.1975 0.56617
11.2104 0.55277
11.2233 0.56318
11.2363 0.56530
11.2492 0.56730
11.2621 0.56584
11.275 0.56456
11.2879 0.57053
11.3008 0.56812
11.3137 0.56153
11.3267 0.56872
11.3396 0.55116
11.3525 0.56099
11.3654 0.56143
11.3783 0.56978
11.3912 0.55840
11.4042 0.55247
11.4171 0.56206
11.43 0.57088
11.4429 0.55920
11.4558 0.55961
11.4688 0.55875
11.4817 0.56007
11.4946 0.56739
11.5075 0.57117
11.5204 0.56205
11.5333 0.55845
11.5463 0.57007
11.5592 0.55944
11.5721 0.55914
11.585 0.55652
11.5979 0.55671
11.6108 0.56001
11.6238 0.55681
11.6367 0.56103
11.6496 0.55908
11.6625 0.56188
11.6754 0.55629
11.6883 0.55744
11.7013 0.56017
11.7142 0.55920
11.7271 0.55950
11.74 0.56604
11.7529 0.55272
11.7658 0.54766
11.7787 0.56382
11.7917 0.55821
11.8046 0.56796
11.8175 0.55957
11.8304 0.55331
11.8433 0.57374
11.8562 0.56325
11.8692 0.55842
11.8821 0.55693
11.895 0.56513
11.9079 0.55804
11.9208 0.56479
11.9337 0.56982
11.9467 0.55489
11.9596 0.56149
11.9725 0.56694
11.9854 0.57447
11.9983 0.57055
12.0113 0.56273
12.0242 0.57473
12.0371 0.56433
12.05 0.56604
12.0629 0.56984
12.0758 0.56158
12.0888 0.58719
12.1017 0.57655
12.1146 0.57132
12.1275 0.56725
12.1404 0.56438
12.1533 0.57426
12.1663 0.57692
12.1792 0.57110
12.1921 0.57308
12.205 0.57838
12.2179 0.57548
12.2308 0.56554
12.2437 0.58151
12.2567 0.57985
12.2696 0.58367
12.2825 0.57567
12.2954 0.56840
12.3083 0.57462
12.3212 0.58489
12.3342 0.59659
12.3471 0.59928
12.36 0.58804
12.3729 0.57857
12.3858 0.58642
12.3987 0.59226
12.4117 0.59337
12.4246 0.59252
12.4375 0.60122
12.4504 0.58905
12.4633 0.58273
12.4763 0.59178
12.4892 0.59142
12.5021 0.61317
12.515 0.60006
12.5279 0.59405
12.5408 0.60779
12.5538 0.61163
12.5667 0.60745
12.5796 0.60986
12.5925 0.61646
12.6054 0.61505
12.6183 0.60944
12.6313 0.61889
12.6442 0.62268
12.6571 0.62096
12.67 0.62598
12.6829 0.62612
12.6958 0.62311
12.7087 0.62560
12.7217 0.63216
12.7346 0.62720
12.7475 0.63952
12.7604 0.64205
12.7733 0.62472
12.7862 0.63872
12.7992 0.63691
12.8121 0.63994
12.825 0.64699
12.8379 0.64753
12.8508 0.65442
12.8637 0.65549
12.8767 0.65838
12.8896 0.65411
12.9025 0.65942
12.9154 0.67303
12.9283 0.65223
12.9413 0.68031
12.9542 0.66959
12.9671 0.68306
12.98 0.66350
12.9929 0.67972
13.0058 0.69056
13.0188 0.68967
13.0317 0.69824
13.0446 0.69036
13.0575 0.69579
13.0704 0.69884
13.0833 0.70951
13.0963 0.71302
13.1092 0.71338
13.1221 0.71650
13.135 0.72039
13.1479 0.72681
13.1608 0.72485
13.1738 0.73454
13.1867 0.73848
13.1996 0.74066
13.2125 0.74514
13.2254 0.76221
13.2383 0.75455
13.2512 0.76572
13.2642 0.77660
13.2771 0.77809
13.29 0.77916
13.3029 0.79065
13.3158 0.78167
13.3287 0.78864
13.3417 0.79960
13.3546 0.80676
13.3675 0.81376
13.3804 0.83202
13.3933 0.83745
13.4062 0.83384
13.4192 0.84252
13.4321 0.84265
13.445 0.85729
13.4579 0.85480
13.4708 0.87893
13.4838 0.87530
13.4967 0.88985
13.5096 0.88698
13.5225 0.91169
13.5354 0.91578
13.5483 0.93287
13.5613 0.93078
13.5742 0.93016
13.5871 0.94494
13.6 0.95216
13.6129 0.97949
13.6258 0.97689
13.6388 0.98704
13.6517 1.00636
13.6646 1.01594
13.6775 1.02919
13.6904 1.03545
13.7033 1.03906
13.7162 1.05585
13.7292 1.06417
13.7421 1.09876
13.755 1.11067
13.7679 1.11753
13.7808 1.13851
13.7937 1.15426
13.8067 1.16995
13.8196 1.18572
13.8325 1.20473
13.8454 1.21733
13.8583 1.22146
13.8712 1.23667
13.8842 1.27994
13.8971 1.29560
13.91 1.29719
13.9229 1.33422
13.9358 1.34945
13.9488 1.37365
13.9617 1.38422
13.9746 1.42810
13.9875 1.44732
14.0004 1.47784
14.0133 1.50537
14.0263 1.53327
14.0392 1.56296
14.0521 1.58318
14.065 1.61197
14.0779 1.63696
14.0908 1.67502
14.1038 1.70238
14.1167 1.72967
14.1296 1.77786
14.1425 1.80982
14.1554 1.82528
14.1683 1.86711
14.1812 1.91491
14.1942 1.94711
14.2071 2.00258
14.22 2.03732
14.2329 2.08171
14.2458 2.12701
14.2587 2.17351
14.2717 2.20884
14.2846 2.26029
14.2975 2.30498
14.3104 2.35609
14.3233 2.40324
14.3362 2.45785
14.3492 2.50256
14.3621 2.54708
14.375 2.60184
14.3879 2.64579
14.4008 2.70636
14.4138 2.76546
14.4267 2.80456
14.4396 2.84992
14.4525 2.91072
14.4654 2.95889
14.4783 3.01190
14.4913 3.05731
14.5042 3.10911
14.5171 3.14878
14.53 3.20891
14.5429 3.24082
14.5558 3.28575
14.5688 3.32525
14.5817 3.35507
14.5946 3.39113
14.6075 3.41617
14.6204 3.44087
14.6333 3.46458
14.6462 3.48753
14.6592 3.49172
14.6721 3.50473
14.685 3.51212
14.6979 3.51620
14.7108 3.52512
14.7237 3.51235
14.7367 3.50101
14.7496 3.49004
14.7625 3.47799
14.7754 3.44573
14.7883 3.43148
14.8012 3.38289
14.8142 3.36002
14.8271 3.33970
14.84 3.30286
14.8529 3.25480
14.8658 3.20895
14.8788 3.17233
14.8917 3.11896
14.9046 3.08329
14.9175 3.03234
14.9304 2.98002
14.9433 2.91963
14.9563 2.87928
14.9692 2.82018
14.9821 2.76828
14.995 2.71507
15.0079 2.66491
15.0208 2.61685
15.0338 2.56751
15.0467 2.51654
15.0596 2.48148
15.0725 2.40921
15.0854 2.36923
15.0983 2.31003
15.1113 2.26548
15.1242 2.21317
15.1371 2.18195
15.15 2.13167
15.1629 2.08733
15.1758 2.04330
15.1887 2.00805
15.2017 1.95901
15.2146 1.92497
15.2275 1.89933
15.2404 1.84590
15.2533 1.80662
15.2662 1.76892
15.2792 1.74554
15.2921 1.70764
15.305 1.67025
15.3179 1.63826
15.3308 1.61287
15.3438 1.57695
15.3567 1.56682
15.3696 1.52505
15.3825 1.49800
15.3954 1.47219
15.4083 1.43628
15.4213 1.41369
15.4342 1.39622
15.4471 1.37494
15.46 1.34501
15.4729 1.34076
15.4858 1.31201
15.4988 1.29641
15.5117 1.27565
15.5246 1.24780
15.5375 1.24498
15.5504 1.21273
15.5633 1.18286
15.5763 1.16290
15.5892 1.16026
15.6021 1.14924
15.615 1.12864
15.6279 1.12334
15.6408 1.09620
15.6537 1.08695
15.6667 1.07392
15.6796 1.04964
15.6925 1.04443
15.7054 1.03188
15.7183 1.02374
15.7312 1.01225
15.7442 0.99903
15.7571 0.97699
15.77 0.97478
15.7829 0.96590
15.7958 0.94904
15.8087 0.94301
15.8217 0.93306
15.8346 0.92576
15.8475 0.90956
15.8604 0.90268
15.8733 0.89195
15.8863 0.88235
15.8992 0.86967
15.9121 0.86299
15.925 0.85010
15.9379 0.84770
15.9508 0.84527
15.9638 0.83729
15.9767 0.83069
15.9896 0.81833
16.0025 0.82034
16.0154 0.80240
16.0283 0.80306
16.0413 0.79445
16.0542 0.78110
16.0671 0.77513
16.08 0.77778
16.0929 0.76759
16.1058 0.76321
16.1187 0.77437
16.1317 0.75380
16.1446 0.74573
16.1575 0.74414
16.1704 0.73097
16.1833 0.72848
16.1962 0.72727
16.2092 0.71488
16.2221 0.71487
16.235 0.70934
16.2479 0.70658
16.2608 0.69092
16.2737 0.70782
16.2867 0.69244
16.2996 0.69211
16.3125 0.67855
16.3254 0.67296
16.3383 0.67706
16.3513 0.67116
16.3642 0.67326
16.3771 0.66017
16.39 0.65622
16.4029 0.66061
16.4158 0.65937
16.4288 0.65733
16.4417 0.64831
16.4546 0.64683
16.4675 0.63731
16.4804 0.64686
16.4933 0.64274
16.5063 0.63955
16.5192 0.62035
16.5321 0.63235
16.545 0.61986
16.5579 0.62441
16.5708 0.62131
16.5837 0.62337
16.5967 0.61228
16.6096 0.60879
16.6225 0.60227
16.6354 0.59872
16.6483 0.60685
16.6612 0.59553
16.6742 0.60263
16.6871 0.59401
16.7 0.59061
